county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat,meat_plant
46009,Bon Homme County,SD,46099,Minnehaha County,72.23,3,N
16025,Camas County,ID,16001,Ada County,72.23,3,N
46057,Hamlin County,SD,46099,Minnehaha County,72.53,3,N
27013,Blue Earth County,MN,27053,Hennepin County,72.89,3,N
20185,Stafford County,KS,20173,Sedgwick County,72.93,3,N
19197,Wright County,IA,19153,Polk County,72.95,3,N
51127,New Kent County,VA,51810,Virginia Beach County,72.96,3,N
41043,Linn County,OR,41051,Multnomah County,73.01,3,N
31141,Platte County,NE,31055,Douglas County,73.02,3,N
42089,Monroe County,PA,42101,Philadelphia County,73.06,3,N
21061,Edmonson County,KY,21111,Jefferson County,73.16,3,N
72003,Aguada Municipio,PR,72127,San Juan Municipio,73.21,3,N
19025,Calhoun County,IA,19153,Polk County,73.41,3,N
47027,Clay County,TN,47037,Davidson County,73.69,3,N
21015,Boone County,KY,21111,Jefferson County,73.79,3,N
21097,Harrison County,KY,21111,Jefferson County,73.93,3,N
40063,Hughes County,OK,40109,Oklahoma County,73.94,3,N
31143,Polk County,NE,31055,Douglas County,73.98,3,N
47099,Lawrence County,TN,47037,Davidson County,73.99,3,N
29093,Iron County,MO,29510,St. Louis County,74.02,3,N
29055,Crawford County,MO,29510,St. Louis County,74.16,3,N
42075,Lebanon County,PA,42101,Philadelphia County,74.16,3,N
31151,Saline County,NE,31055,Douglas County,74.25,3,N
19003,Adams County,IA,19153,Polk County,74.25,3,N
49005,Cache County,UT,49035,Salt Lake County,74.27,3,N
19069,Franklin County,IA,19153,Polk County,74.29,3,N
27039,Dodge County,MN,27053,Hennepin County,74.34,3,N
19159,Ringgold County,IA,19153,Polk County,74.35,3,N
22109,Terrebonne Parish,LA,22071,Orleans Parish,74.38,3,N
20007,Barber County,KS,20173,Sedgwick County,74.38,3,N
16087,Washington County,ID,16001,Ada County,74.4,3,N
21137,Lincoln County,KY,21111,Jefferson County,74.4,3,N
19007,Appanoose County,IA,19153,Polk County,74.4,3,N
17099,LaSalle County,IL,17031,Cook County,74.53,3,N
13169,Jones County,GA,13121,Fulton County,74.56,3,N
24037,St. Mary's County,MD,24510,Baltimore County,74.56,3,N
42107,Schuylkill County,PA,42101,Philadelphia County,74.57,3,N
19029,Cass County,IA,19153,Polk County,74.59,3,N
37111,McDowell County,NC,37119,Mecklenburg County,74.66,3,N
13111,Fannin County,GA,13121,Fulton County,74.68,3,N
28151,Washington County,MS,28049,Hinds County,74.81,3,N
18075,Jay County,IN,18097,Marion County,74.9,3,N
28001,Adams County,MS,28049,Hinds County,74.96,3,N
35053,Socorro County,NM,35001,Bernalillo County,74.99,3,N
27129,Renville County,MN,27053,Hennepin County,75.08,4,Y
13263,Talbot County,GA,13121,Fulton County,75.08,4,N
48223,Hopkins County,TX,48113,Dallas County,75.12,4,N
19179,Wapello County,IA,19153,Polk County,75.21,4,N
49033,Rich County,UT,49035,Salt Lake County,75.26,4,N
37149,Polk County,NC,37119,Mecklenburg County,75.28,4,N
27067,Kandiyohi County,MN,27053,Hennepin County,75.32,4,Y
46039,Deuel County,SD,46099,Minnehaha County,75.41,4,N
28113,Pike County,MS,28049,Hinds County,75.45,4,N
18169,Wabash County,IN,18097,Marion County,75.45,4,N
5137,Stone County,AR,5119,Pulaski County,75.48,4,N
13313,Whitfield County,GA,13121,Fulton County,75.51,4,N
55071,Manitowoc County,WI,55079,Milwaukee County,75.6,4,N
18029,Dearborn County,IN,18097,Marion County,75.81,4,N
35006,Cibola County,NM,35001,Bernalillo County,75.82,4,N
12051,Hendry County,FL,12086,Miami-Dade County,75.89,4,N
20019,Chautauqua County,KS,20173,Sedgwick County,76.01,4,N
28005,Amite County,MS,28049,Hinds County,76.02,4,N
47185,White County,TN,47037,Davidson County,76.1,4,N
13195,Madison County,GA,13121,Fulton County,76.15,4,N
23027,Waldo County,ME,23005,Cumberland County,76.18,4,N
13133,Greene County,GA,13121,Fulton County,76.24,4,N
22033,East Baton Rouge Parish,LA,22071,Orleans Parish,76.28,4,N
40099,Murray County,OK,40109,Oklahoma County,76.28,4,N
28007,Attala County,MS,28049,Hinds County,76.37,4,N
37125,Moore County,NC,37119,Mecklenburg County,76.45,4,N
18171,Warren County,IN,18097,Marion County,76.47,4,N
26059,Hillsdale County,MI,26163,Wayne County,76.52,4,N
19107,Keokuk County,IA,19153,Polk County,76.53,4,N
20169,Saline County,KS,20173,Sedgwick County,76.88,4,N
48119,Delta County,TX,48113,Dallas County,76.96,4,N
51133,Northumberland County,VA,51810,Virginia Beach County,76.98,4,N
30087,Rosebud County,MT,30111,Yellowstone County,77.09,4,N
13291,Union County,GA,13121,Fulton County,77.11,4,N
18181,White County,IN,18097,Marion County,77.12,4,N
31067,Gage County,NE,31055,Douglas County,77.13,4,N
36105,Sullivan County,NY,36061,New York County,77.16,4,N
45017,Calhoun County,SC,45019,Charleston County,77.42,4,N
13145,Harris County,GA,13121,Fulton County,77.51,4,N
21001,Adair County,KY,21111,Jefferson County,77.67,4,N
19095,Iowa County,IA,19153,Polk County,77.95,4,N
48035,Bosque County,TX,48113,Dallas County,78.09,4,N
5097,Montgomery County,AR,5119,Pulaski County,78.2,4,N
40137,Stephens County,OK,40109,Oklahoma County,78.33,4,N
31043,Dakota County,NE,31055,Douglas County,78.42,4,N
54047,McDowell County,WV,54011,Cabell County,78.43,4,N
18077,Jefferson County,IN,18097,Marion County,78.44,4,N
39143,Sandusky County,OH,39035,Cuyahoga County,78.5,4,N
27157,Wabasha County,MN,27053,Hennepin County,78.59,4,N
21191,Pendleton County,KY,21111,Jefferson County,78.59,4,N
21017,Bourbon County,KY,21111,Jefferson County,78.62,4,N
51670,Hopewell city,VA,51810,Virginia Beach County,78.7,4,N
1063,Greene County,AL,1073,Jefferson County,78.8,4,N
16047,Gooding County,ID,16001,Ada County,78.81,4,N
54067,Nicholas County,WV,54011,Cabell County,78.84,4,N
18143,Scott County,IN,18097,Marion County,78.97,4,N
5063,Independence County,AR,5119,Pulaski County,79.08,4,N
28147,Walthall County,MS,28049,Hinds County,79.16,4,N
1051,Elmore County,AL,1073,Jefferson County,79.18,4,N
28101,Newton County,MS,28049,Hinds County,79.21,4,N
1123,Tallapoosa County,AL,1073,Jefferson County,79.34,4,N
13137,Habersham County,GA,13121,Fulton County,79.4,4,N
21117,Kenton County,KY,21111,Jefferson County,79.43,4,N
72117,Rincón Municipio,PR,72127,San Juan Municipio,79.49,4,N
1019,Cherokee County,AL,1073,Jefferson County,79.73,4,N
17075,Iroquois County,IL,17031,Cook County,79.74,4,N
13079,Crawford County,GA,13121,Fulton County,79.83,4,N
1029,Cleburne County,AL,1073,Jefferson County,79.85,4,N
27097,Morrison County,MN,27053,Hennepin County,79.88,4,N
47051,Franklin County,TN,47037,Davidson County,79.89,4,N
18069,Huntington County,IN,18097,Marion County,79.98,4,N
13221,Oglethorpe County,GA,13121,Fulton County,80.19,4,N
72023,Cabo Rojo Municipio,PR,72127,San Juan Municipio,80.2,4,N
31133,Pawnee County,NE,31055,Douglas County,80.24,4,N
39139,Richland County,OH,39035,Cuyahoga County,80.31,4,N
47061,Grundy County,TN,47037,Davidson County,80.41,4,N
38093,Stutsman County,ND,38017,Cass County,80.49,4,N
29123,Madison County,MO,29510,St. Louis County,80.51,4,N
49023,Juab County,UT,49035,Salt Lake County,80.51,4,N
30097,Sweet Grass County,MT,30111,Yellowstone County,80.53,4,N
46043,Douglas County,SD,46099,Minnehaha County,80.57,4,N
31179,Wayne County,NE,31055,Douglas County,80.6,4,N
31185,York County,NE,31055,Douglas County,80.64,4,N
28061,Jasper County,MS,28049,Hinds County,80.66,4,N
51097,King and Queen County,VA,51810,Virginia Beach County,80.67,4,N
23007,Franklin County,ME,23005,Cumberland County,80.67,4,N
15005,Kalawao County,HI,15003,Honolulu County,80.78,4,N
13295,Walker County,GA,13121,Fulton County,80.97,4,N
47175,Van Buren County,TN,47037,Davidson County,80.99,4,N
51730,Petersburg city,VA,51810,Virginia Beach County,81.03,4,N
49003,Box Elder County,UT,49035,Salt Lake County,81.08,4,N
28091,Marion County,MS,28049,Hinds County,81.08,4,N
20053,Ellsworth County,KS,20173,Sedgwick County,81.11,4,N
48499,Wood County,TX,48113,Dallas County,81.12,4,N
27015,Brown County,MN,27053,Hennepin County,81.14,4,N
45085,Sumter County,SC,45019,Charleston County,81.15,4,N
37171,Surry County,NC,37119,Mecklenburg County,81.16,4,N
13021,Bibb County,GA,13121,Fulton County,81.2,4,N
21183,Ohio County,KY,21111,Jefferson County,81.33,4,N
5129,Searcy County,AR,5119,Pulaski County,81.38,4,N
40111,Okmulgee County,OK,40109,Oklahoma County,81.42,4,N
53031,Jefferson County,WA,53033,King County,81.48,4,N
38063,Nelson County,ND,38017,Cass County,81.7,4,N
18175,Washington County,IN,18097,Marion County,81.71,4,N
13119,Franklin County,GA,13121,Fulton County,81.71,4,N
37165,Scotland County,NC,37119,Mecklenburg County,81.72,4,N
26037,Clinton County,MI,26163,Wayne County,81.77,4,N
21151,Madison County,KY,21111,Jefferson County,81.81,4,N
18179,Wells County,IN,18097,Marion County,81.83,4,N
38021,Dickey County,ND,38017,Cass County,81.87,4,N
1059,Franklin County,AL,1073,Jefferson County,81.9,4,N
55015,Calumet County,WI,55079,Milwaukee County,81.91,4,N
25011,Franklin County,MA,25025,Suffolk County,81.97,4,N
37081,Guilford County,NC,37119,Mecklenburg County,82.15,4,N
54085,Ritchie County,WV,54011,Cabell County,82.2,4,N
40093,Major County,OK,40109,Oklahoma County,82.23,4,N
9015,Windham County,CT,9001,Fairfield County,82.26,4,N
20127,Morris County,KS,20173,Sedgwick County,82.27,4,N
36111,Ulster County,NY,36061,New York County,82.32,4,N
48161,Freestone County,TX,48113,Dallas County,82.41,4,N
19091,Humboldt County,IA,19153,Polk County,82.48,4,N
18101,Martin County,IN,18097,Marion County,82.55,4,N
26145,Saginaw County,MI,26163,Wayne County,82.56,4,N
54021,Gilmer County,WV,54011,Cabell County,82.65,4,N
19011,Benton County,IA,19153,Polk County,82.73,4,N
51570,Colonial Heights city,VA,51810,Virginia Beach County,82.74,4,N
49013,Duchesne County,UT,49035,Salt Lake County,82.77,4,N
21169,Metcalfe County,KY,21111,Jefferson County,82.87,4,N
34009,Cape May County,NJ,34021,Mercer County,83.01,4,N
19023,Butler County,IA,19153,Polk County,83.07,4,N
27115,Pine County,MN,27053,Hennepin County,83.12,4,N
24045,Wicomico County,MD,24510,Baltimore County,83.22,4,N
39075,Holmes County,OH,39035,Cuyahoga County,83.26,4,N
30069,Petroleum County,MT,30111,Yellowstone County,83.29,4,N
48337,Montague County,TX,48113,Dallas County,83.3,4,N
45005,Allendale County,SC,45019,Charleston County,83.37,4,N
20041,Dickinson County,KS,20173,Sedgwick County,83.42,4,N
18153,Sullivan County,IN,18097,Marion County,83.45,4,N
17201,Winnebago County,IL,17031,Cook County,83.5,4,N
26045,Eaton County,MI,26163,Wayne County,83.5,4,N
37011,Avery County,NC,37119,Mecklenburg County,83.53,4,N
17105,Livingston County,IL,17031,Cook County,83.58,4,N
26157,Tuscola County,MI,26163,Wayne County,83.6,4,N
21049,Clark County,KY,21111,Jefferson County,83.65,4,N
47039,Decatur County,TN,47037,Davidson County,83.72,4,N
25013,Hampden County,MA,25025,Suffolk County,83.74,4,N
51087,Henrico County,VA,51810,Virginia Beach County,83.75,4,N
6029,Kern County,CA,6037,Los Angeles County,83.79,4,N
51595,Emporia city,VA,51810,Virginia Beach County,83.91,4,N
5067,Jackson County,AR,5119,Pulaski County,83.92,4,N
54007,Braxton County,WV,54011,Cabell County,83.93,4,N
25015,Hampshire County,MA,25025,Suffolk County,83.94,4,N
21059,Daviess County,KY,21111,Jefferson County,84.05,4,N
25019,Nantucket County,MA,25025,Suffolk County,84.09,4,N
37189,Watauga County,NC,37119,Mecklenburg County,84.13,4,N
31147,Richardson County,NE,31055,Douglas County,84.22,4,N
55105,Rock County,WI,55079,Milwaukee County,84.23,4,N
39029,Columbiana County,OH,39035,Cuyahoga County,84.36,4,N
18007,Benton County,IN,18097,Marion County,84.42,4,N
1111,Randolph County,AL,1073,Jefferson County,84.49,4,N
47133,Overton County,TN,47037,Davidson County,84.54,4,N
5013,Calhoun County,AR,5119,Pulaski County,84.6,4,N
38031,Foster County,ND,38017,Cass County,84.65,4,N
22037,East Feliciana Parish,LA,22071,Orleans Parish,84.65,4,N
19013,Black Hawk County,IA,19153,Polk County,84.67,4,N
42133,York County,PA,42101,Philadelphia County,84.68,4,N
41055,Sherman County,OR,41051,Multnomah County,84.86,4,N
30107,Wheatland County,MT,30111,Yellowstone County,84.89,4,N
48293,Limestone County,TX,48113,Dallas County,84.95,4,N
39147,Seneca County,OH,39035,Cuyahoga County,85.09,4,N
47079,Henry County,TN,47037,Davidson County,85.14,4,N
5083,Logan County,AR,5119,Pulaski County,85.2,4,N
1047,Dallas County,AL,1073,Jefferson County,85.23,4,N
5071,Johnson County,AR,5119,Pulaski County,85.25,4,N
28099,Neshoba County,MS,28049,Hinds County,85.31,4,N
51081,Greensville County,VA,51810,Virginia Beach County,85.34,4,N
18115,Ohio County,IN,18097,Marion County,85.47,4,N
13257,Stephens County,GA,13121,Fulton County,85.51,4,N
13047,Catoosa County,GA,13121,Fulton County,85.63,4,N
17103,Lee County,IL,17031,Cook County,85.76,4,N
45041,Florence County,SC,45019,Charleston County,85.9,4,N
1089,Madison County,AL,1073,Jefferson County,85.96,4,N
21009,Barren County,KY,21111,Jefferson County,85.96,4,N
31119,Madison County,NE,31055,Douglas County,86.18,4,N
40031,Comanche County,OK,40109,Oklahoma County,86.24,4,N
22121,West Baton Rouge Parish,LA,22071,Orleans Parish,86.24,4,N
13009,Baldwin County,GA,13121,Fulton County,86.25,4,N
13269,Taylor County,GA,13121,Fulton County,86.27,4,N
26151,Sanilac County,MI,26163,Wayne County,86.35,4,N
22047,Iberville Parish,LA,22071,Orleans Parish,86.41,4,N
47181,Wayne County,TN,47037,Davidson County,86.42,4,N
37169,Stokes County,NC,37119,Mecklenburg County,86.62,4,N
21037,Campbell County,KY,21111,Jefferson County,86.63,4,N
17141,Ogle County,IL,17031,Cook County,86.63,4,N
41031,Jefferson County,OR,41051,Multnomah County,86.74,4,N
5107,Phillips County,AR,5119,Pulaski County,86.89,4,N
48237,Jack County,TX,48113,Dallas County,86.91,4,N
51101,King William County,VA,51810,Virginia Beach County,86.97,4,N
1083,Limestone County,AL,1073,Jefferson County,86.97,4,N
27109,Olmsted County,MN,27053,Hennepin County,87.01,4,N
28015,Carroll County,MS,28049,Hinds County,87.03,4,N
5077,Lee County,AR,5119,Pulaski County,87.24,4,N
8065,Lake County,CO,8031,Denver County,87.3,4,N
18117,Orange County,IN,18097,Marion County,87.45,4,N
37005,Alleghany County,NC,37119,Mecklenburg County,87.46,4,N
5109,Pike County,AR,5119,Pulaski County,87.5,4,N
13281,Towns County,GA,13121,Fulton County,87.59,4,N
54073,Pleasants County,WV,54011,Cabell County,87.65,4,N
48309,McLennan County,TX,48113,Dallas County,87.68,4,N
19173,Taylor County,IA,19153,Polk County,87.8,4,N
5103,Ouachita County,AR,5119,Pulaski County,87.81,4,N
40053,Grant County,OK,40109,Oklahoma County,87.82,4,N
18049,Fulton County,IN,18097,Marion County,87.83,4,N
39019,Carroll County,OH,39035,Cuyahoga County,87.97,4,N
21031,Butler County,KY,21111,Jefferson County,88.02,4,N
29151,Osage County,MO,29510,St. Louis County,88.06,4,N
41003,Benton County,OR,41051,Multnomah County,88.11,4,N
53077,Yakima County,WA,53033,King County,88.23,4,N
28067,Jones County,MS,28049,Hinds County,88.29,4,N
40071,Kay County,OK,40109,Oklahoma County,88.32,4,N
19051,Davis County,IA,19153,Polk County,88.4,4,N
20111,Lyon County,KS,20173,Sedgwick County,88.47,4,N
1049,DeKalb County,AL,1073,Jefferson County,88.58,4,N
39033,Crawford County,OH,39035,Cuyahoga County,88.61,4,N
18155,Switzerland County,IN,18097,Marion County,88.71,4,N
5043,Drew County,AR,5119,Pulaski County,88.74,4,N
4025,Yavapai County,AZ,4013,Maricopa County,88.79,4,N
46003,Aurora County,SD,46099,Minnehaha County,89.1,4,N
28083,Leflore County,MS,28049,Hinds County,89.12,4,N
21181,Nicholas County,KY,21111,Jefferson County,89.12,4,N
21207,Russell County,KY,21111,Jefferson County,89.18,4,N
21201,Robertson County,KY,21111,Jefferson County,89.22,4,N
51159,Richmond County,VA,51810,Virginia Beach County,89.27,4,N
40039,Custer County,OK,40109,Oklahoma County,89.43,4,N
48363,Palo Pinto County,TX,48113,Dallas County,89.46,4,N
5041,Desha County,AR,5119,Pulaski County,89.5,4,N
26025,Calhoun County,MI,26163,Wayne County,89.55,4,N
31051,Dixon County,NE,31055,Douglas County,89.68,4,N
8121,Washington County,CO,8031,Denver County,89.73,4,N
19165,Shelby County,IA,19153,Polk County,89.75,4,N
20009,Barton County,KS,20173,Sedgwick County,89.99,4,N
46005,Beadle County,SD,46099,Minnehaha County,90.11,4,N
39095,Lucas County,OH,39035,Cuyahoga County,90.13,4,N
37009,Ashe County,NC,37119,Mecklenburg County,90.23,4,N
40019,Carter County,OK,40109,Oklahoma County,90.27,4,N
18027,Daviess County,IN,18097,Marion County,90.42,4,N
27165,Watonwan County,MN,27053,Hennepin County,90.51,4,Y
8073,Lincoln County,CO,8031,Denver County,90.52,4,N
5123,St. Francis County,AR,5119,Pulaski County,90.75,4,N
21023,Bracken County,KY,21111,Jefferson County,90.8,4,N
49039,Sanpete County,UT,49035,Salt Lake County,90.89,4,N
5011,Bradley County,AR,5119,Pulaski County,90.92,4,N
40149,Washita County,OK,40109,Oklahoma County,90.96,4,N
4027,Yuma County,AZ,4013,Maricopa County,91.01,4,N
40143,Tulsa County,OK,40109,Oklahoma County,91.02,4,N
42103,Pike County,PA,42101,Philadelphia County,91.12,4,N
51053,Dinwiddie County,VA,51810,Virginia Beach County,91.3,4,N
37093,Hoke County,NC,37119,Mecklenburg County,91.34,4,N
48001,Anderson County,TX,48113,Dallas County,91.34,4,N
55047,Green Lake County,WI,55079,Milwaukee County,91.41,4,N
53055,San Juan County,WA,53033,King County,91.42,4,N
13215,Muscogee County,GA,13121,Fulton County,91.51,4,N
37121,Mitchell County,NC,37119,Mecklenburg County,91.54,4,N
29027,Callaway County,MO,29510,St. Louis County,91.57,4,N
39157,Tuscarawas County,OH,39035,Cuyahoga County,91.67,4,N
29031,Cape Girardeau County,MO,29510,St. Louis County,91.7,4,N
28157,Wilkinson County,MS,28049,Hinds County,91.71,4,N
48143,Erath County,TX,48113,Dallas County,91.73,4,N
42079,Luzerne County,PA,42101,Philadelphia County,91.74,4,N
18001,Adams County,IN,18097,Marion County,91.79,4,N
29017,Bollinger County,MO,29510,St. Louis County,91.81,4,N
13141,Hancock County,GA,13121,Fulton County,91.87,4,N
42043,Dauphin County,PA,42101,Philadelphia County,91.88,4,N
48423,Smith County,TX,48113,Dallas County,91.89,4,N
13225,Peach County,GA,13121,Fulton County,91.89,4,N
46029,Codington County,SD,46099,Minnehaha County,91.93,4,N
18131,Pulaski County,IN,18097,Marion County,92,4,N
45011,Barnwell County,SC,45019,Charleston County,92.05,4,N
19151,Pocahontas County,IA,19153,Polk County,92.08,4,N
54089,Summers County,WV,54011,Cabell County,92.09,4,N
27047,Freeborn County,MN,27053,Hennepin County,92.23,4,N
31059,Fillmore County,NE,31055,Douglas County,92.3,4,N
40029,Coal County,OK,40109,Oklahoma County,92.35,4,N
21227,Warren County,KY,21111,Jefferson County,92.54,4,N
19161,Sac County,IA,19153,Polk County,92.57,4,N
40113,Osage County,OK,40109,Oklahoma County,92.68,4,N
4012,La Paz County,AZ,4013,Maricopa County,92.7,4,N
28073,Lamar County,MS,28049,Hinds County,92.72,4,N
28133,Sunflower County,MS,28049,Hinds County,92.72,4,N
13265,Taliaferro County,GA,13121,Fulton County,92.97,4,N
37089,Henderson County,NC,37119,Mecklenburg County,93.02,4,N
21203,Rockcastle County,KY,21111,Jefferson County,93.04,4,N
18019,Clark County,IN,18097,Marion County,93.11,4,N
31095,Jefferson County,NE,31055,Douglas County,93.19,4,N
53073,Whatcom County,WA,53033,King County,93.21,4,N
5101,Newton County,AR,5119,Pulaski County,93.41,4,N
29173,Ralls County,MO,29510,St. Louis County,93.45,4,N
48277,Lamar County,TX,48113,Dallas County,93.52,4,N
54055,Mercer County,WV,54011,Cabell County,93.65,4,N
37199,Yancey County,NC,37119,Mecklenburg County,93.8,4,N
4019,Pima County,AZ,4013,Maricopa County,93.81,4,N
20207,Woodson County,KS,20173,Sedgwick County,94,4,N
24039,Somerset County,MD,24510,Baltimore County,94.02,4,N
5065,Izard County,AR,5119,Pulaski County,94.04,4,N
46025,Clark County,SD,46099,Minnehaha County,94.07,4,N
47017,Carroll County,TN,47037,Davidson County,94.12,4,N
20205,Wilson County,KS,20173,Sedgwick County,94.21,4,N
19137,Montgomery County,IA,19153,Polk County,94.23,4,N
5037,Cross County,AR,5119,Pulaski County,94.31,4,N
13083,Dade County,GA,13121,Fulton County,94.32,4,N
13147,Hart County,GA,13121,Fulton County,94.38,4,N
37037,Chatham County,NC,37119,Mecklenburg County,94.49,4,N
45067,Marion County,SC,45019,Charleston County,94.57,4,N
40043,Dewey County,OK,40109,Oklahoma County,94.61,4,N
51057,Essex County,VA,51810,Virginia Beach County,94.69,4,N
47153,Sequatchie County,TN,47037,Davidson County,94.7,4,N
48159,Franklin County,TX,48113,Dallas County,94.7,4,N
17053,Ford County,IL,17031,Cook County,94.72,4,N
55139,Winnebago County,WI,55079,Milwaukee County,94.74,4,N
45051,Horry County,SC,45019,Charleston County,94.74,4,N
27043,Faribault County,MN,27053,Hennepin County,94.78,4,N
29007,Audrain County,MO,29510,St. Louis County,94.79,4,N
38027,Eddy County,ND,38017,Cass County,94.79,4,N
8043,Fremont County,CO,8031,Denver County,94.79,4,N
1033,Colbert County,AL,1073,Jefferson County,94.81,4,N
37105,Lee County,NC,37119,Mecklenburg County,94.96,4,N
46073,Jerauld County,SD,46099,Minnehaha County,95.05,4,N
5099,Nevada County,AR,5119,Pulaski County,95.09,4,N
21199,Pulaski County,KY,21111,Jefferson County,95.16,4,N
51760,Richmond city,VA,51810,Virginia Beach County,95.36,4,N
19101,Jefferson County,IA,19153,Polk County,95.4,4,N
21173,Montgomery County,KY,21111,Jefferson County,95.45,4,N
45061,Lee County,SC,45019,Charleston County,95.51,4,N
51041,Chesterfield County,VA,51810,Virginia Beach County,95.53,4,N
31125,Nance County,NE,31055,Douglas County,95.57,4,N
46023,Charles Mix County,SD,46099,Minnehaha County,95.74,4,N
40069,Johnston County,OK,40109,Oklahoma County,95.83,4,N
13105,Elbert County,GA,13121,Fulton County,95.86,4,N
40003,Alfalfa County,OK,40109,Oklahoma County,95.88,4,N
26023,Branch County,MI,26163,Wayne County,95.9,4,N
41041,Lincoln County,OR,41051,Multnomah County,96.09,4,N
16085,Valley County,ID,16001,Ada County,96.28,4,N
22101,St. Mary Parish,LA,22071,Orleans Parish,96.29,4,N
35031,McKinley County,NM,35001,Bernalillo County,96.37,4,N
47077,Henderson County,TN,47037,Davidson County,96.5,4,N
53027,Grays Harbor County,WA,53033,King County,96.52,4,N
29179,Reynolds County,MO,29510,St. Louis County,96.52,4,N
19081,Hancock County,IA,19153,Polk County,96.53,4,N
29125,Maries County,MO,29510,St. Louis County,96.61,4,N
8037,Eagle County,CO,8031,Denver County,96.77,4,N
27127,Redwood County,MN,27053,Hennepin County,96.77,4,N
19047,Crawford County,IA,19153,Polk County,96.84,4,N
13241,Rabun County,GA,13121,Fulton County,96.87,4,N
47007,Bledsoe County,TN,47037,Davidson County,96.91,4,N
47115,Marion County,TN,47037,Davidson County,97,4,N
26057,Gratiot County,MI,26163,Wayne County,97.38,4,N
1017,Chambers County,AL,1073,Jefferson County,97.42,4,N
19033,Cerro Gordo County,IA,19153,Polk County,97.47,4,N
37001,Alamance County,NC,37119,Mecklenburg County,97.47,4,N
28097,Montgomery County,MS,28049,Hinds County,97.74,4,N
55025,Dane County,WI,55079,Milwaukee County,97.83,4,N
42037,Columbia County,PA,42101,Philadelphia County,97.88,4,N
31121,Merrick County,NE,31055,Douglas County,97.92,4,N
37157,Rockingham County,NC,37119,Mecklenburg County,98.01,4,N
17155,Putnam County,IL,17031,Cook County,98.05,4,N
1085,Lowndes County,AL,1073,Jefferson County,98.16,4,N
21057,Cumberland County,KY,21111,Jefferson County,98.17,4,N
55021,Columbia County,WI,55079,Milwaukee County,98.2,4,N
54101,Webster County,WV,54011,Cabell County,98.23,4,N
13289,Twiggs County,GA,13121,Fulton County,98.3,4,N
53015,Cowlitz County,WA,53033,King County,98.43,4,N
21065,Estill County,KY,21111,Jefferson County,98.47,4,N
32017,Lincoln County,NV,32003,Clark County,98.49,4,N
20061,Geary County,KS,20173,Sedgwick County,98.49,4,N
50003,Bennington County,VT,50007,Chittenden County,98.5,4,N
19183,Washington County,IA,19153,Polk County,98.54,4,N
49007,Carbon County,UT,49035,Salt Lake County,98.55,4,N
29065,Dent County,MO,29510,St. Louis County,98.56,4,N
8057,Jackson County,CO,8031,Denver County,98.6,4,N
40091,McIntosh County,OK,40109,Oklahoma County,98.62,4,N
21149,McLean County,KY,21111,Jefferson County,98.7,4,N
37021,Buncombe County,NC,37119,Mecklenburg County,98.75,4,N
1071,Jackson County,AL,1073,Jefferson County,98.75,4,N
13317,Wilkes County,GA,13121,Fulton County,98.79,4,N
47137,Pickett County,TN,47037,Davidson County,98.84,4,N
19017,Bremer County,IA,19153,Polk County,98.89,4,N
13197,Marion County,GA,13121,Fulton County,98.9,4,N
40075,Kiowa County,OK,40109,Oklahoma County,98.92,4,N
27099,Mower County,MN,27053,Hennepin County,99.1,4,Y
18183,Whitley County,IN,18097,Marion County,99.27,4,N
5127,Scott County,AR,5119,Pulaski County,99.28,4,N
29161,Phelps County,MO,29510,St. Louis County,99.3,4,N
30027,Fergus County,MT,30111,Yellowstone County,99.58,4,N
16003,Adams County,ID,16001,Ada County,99.7,4,N
18073,Jasper County,IN,18097,Marion County,99.76,4,N
22099,St. Martin Parish,LA,22071,Orleans Parish,100.04,4,N
20125,Montgomery County,KS,20173,Sedgwick County,100.2,4,N
28159,Winston County,MS,28049,Hinds County,100.2,4,N
1119,Sumter County,AL,1073,Jefferson County,100.29,4,N
20097,Kiowa County,KS,20173,Sedgwick County,100.34,4,N
39083,Knox County,OH,39035,Cuyahoga County,100.55,4,N
35039,Rio Arriba County,NM,35001,Bernalillo County,100.59,4,N
27153,Todd County,MN,27053,Hennepin County,100.63,4,Y
31139,Pierce County,NE,31055,Douglas County,100.82,4,N
53017,Douglas County,WA,53033,King County,100.91,4,N
20143,Ottawa County,KS,20173,Sedgwick County,101.03,4,N
13319,Wilkinson County,GA,13121,Fulton County,101.05,4,N
47035,Cumberland County,TN,47037,Davidson County,101.09,4,N
45079,Richland County,SC,45019,Charleston County,101.2,4,N
13193,Macon County,GA,13121,Fulton County,101.28,4,N
42097,Northumberland County,PA,42101,Philadelphia County,101.29,4,N
51193,Westmoreland County,VA,51810,Virginia Beach County,101.36,4,N
13053,Chattahoochee County,GA,13121,Fulton County,101.38,4,N
54017,Doddridge County,WV,54011,Cabell County,101.43,4,N
31081,Hamilton County,NE,31055,Douglas County,101.51,4,N
1101,Montgomery County,AL,1073,Jefferson County,101.55,4,N
53059,Skamania County,WA,53033,King County,101.64,4,N
4007,Gila County,AZ,4013,Maricopa County,101.65,4,N
51025,Brunswick County,VA,51810,Virginia Beach County,101.67,4,N
39031,Coshocton County,OH,39035,Cuyahoga County,101.7,4,N
20031,Coffey County,KS,20173,Sedgwick County,101.7,4,N
20047,Edwards County,KS,20173,Sedgwick County,101.7,4,N
