county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat,meat_plant
12093,Okeechobee County,FL,12086,Miami-Dade County,124.98,4,N
48009,Archer County,TX,48113,Dallas County,125,4,N
20029,Cloud County,KS,20173,Sedgwick County,125,4,N
1013,Butler County,AL,1073,Jefferson County,125.11,4,N
36001,Albany County,NY,36061,New York County,125.18,4,N
55135,Waupaca County,WI,55079,Milwaukee County,125.21,4,N
21219,Todd County,KY,21111,Jefferson County,125.23,4,N
46059,Hand County,SD,46099,Minnehaha County,125.29,4,N
19133,Monona County,IA,19153,Polk County,125.37,4,N
46053,Gregory County,SD,46099,Minnehaha County,125.38,4,N
45069,Marlboro County,SC,45019,Charleston County,125.39,4,N
8063,Kit Carson County,CO,8031,Denver County,125.4,4,N
31079,Hall County,NE,31055,Douglas County,125.65,4,N
19041,Clay County,IA,19153,Polk County,125.69,4,N
31129,Nuckolls County,NE,31055,Douglas County,125.75,4,N
19055,Delaware County,IA,19153,Polk County,125.76,4,N
19031,Cedar County,IA,19153,Polk County,125.83,4,N
21135,Lewis County,KY,21111,Jefferson County,126,4,N
48027,Bell County,TX,48113,Dallas County,126.12,4,N
18091,LaPorte County,IN,18097,Marion County,126.12,4,N
29135,Moniteau County,MO,29510,St. Louis County,126.24,4,N
39065,Hardin County,OH,39035,Cuyahoga County,126.26,4,N
38005,Benson County,ND,38017,Cass County,126.3,4,N
48401,Rusk County,TX,48113,Dallas County,126.36,4,N
35003,Catron County,NM,35001,Bernalillo County,126.36,4,N
18039,Elkhart County,IN,18097,Marion County,126.4,4,N
18033,DeKalb County,IN,18097,Marion County,126.69,4,N
39013,Belmont County,OH,39035,Cuyahoga County,126.73,4,N
6071,San Bernardino County,CA,6037,Los Angeles County,126.93,4,N
18141,St. Joseph County,IN,18097,Marion County,127.02,4,N
41017,Deschutes County,OR,41051,Multnomah County,127.06,4,N
26081,Kent County,MI,26163,Wayne County,127.1,4,N
55111,Sauk County,WI,55079,Milwaukee County,127.14,4,N
29205,Shelby County,MO,29510,St. Louis County,127.23,4,N
22055,Lafayette Parish,LA,22071,Orleans Parish,127.34,4,N
22097,St. Landry Parish,LA,22071,Orleans Parish,127.34,4,N
19139,Muscatine County,IA,19153,Polk County,127.42,4,N
49009,Daggett County,UT,49035,Salt Lake County,127.46,4,N
45025,Chesterfield County,SC,45019,Charleston County,127.5,4,N
18051,Gibson County,IN,18097,Marion County,127.52,4,N
48225,Houston County,TX,48113,Dallas County,127.54,4,N
40013,Bryan County,OK,40109,Oklahoma County,127.69,4,N
36095,Schoharie County,NY,36061,New York County,127.69,4,N
29111,Lewis County,MO,29510,St. Louis County,127.7,4,N
38067,Pembina County,ND,38017,Cass County,127.85,4,N
21051,Clay County,KY,21111,Jefferson County,127.87,4,N
5015,Carroll County,AR,5119,Pulaski County,128.12,4,N
40055,Greer County,OK,40109,Oklahoma County,128.3,4,N
47145,Roane County,TN,47037,Davidson County,128.3,4,N
37183,Wake County,NC,37119,Mecklenburg County,128.38,4,N
19035,Cherokee County,IA,19153,Polk County,128.44,4,N
31107,Knox County,NE,31055,Douglas County,128.46,4,N
13073,Columbia County,GA,13121,Fulton County,128.54,4,N
47151,Scott County,TN,47037,Davidson County,128.65,4,N
13163,Jefferson County,GA,13121,Fulton County,128.7,4,N
47011,Bradley County,TN,47037,Davidson County,128.85,4,N
40009,Beckham County,OK,40109,Oklahoma County,128.85,4,N
27149,Stevens County,MN,27053,Hennepin County,128.88,4,N
18127,Porter County,IN,18097,Marion County,129,4,N
21235,Whitley County,KY,21111,Jefferson County,129.09,4,N
13167,Johnson County,GA,13121,Fulton County,129.15,4,N
41069,Wheeler County,OR,41051,Multnomah County,129.27,4,N
5073,Lafayette County,AR,5119,Pulaski County,129.33,4,N
40077,Latimer County,OK,40109,Oklahoma County,129.45,4,N
28161,Yalobusha County,MS,28049,Hinds County,129.53,4,N
28131,Stone County,MS,28049,Hinds County,129.53,4,N
45039,Fairfield County,SC,45019,Charleston County,129.59,4,N
37099,Jackson County,NC,37119,Mecklenburg County,129.6,4,N
19063,Emmet County,IA,19153,Polk County,129.72,4,N
19105,Jones County,IA,19153,Polk County,129.75,4,N
42115,Susquehanna County,PA,42101,Philadelphia County,129.84,4,N
28041,Greene County,MS,28049,Hinds County,129.96,4,N
51117,Mecklenburg County,VA,51810,Virginia Beach County,130,4,N
31183,Wheeler County,NE,31055,Douglas County,130.09,4,N
54051,Marshall County,WV,54011,Cabell County,130.11,4,N
1041,Crenshaw County,AL,1073,Jefferson County,130.2,4,N
5121,Randolph County,AR,5119,Pulaski County,130.26,4,N
19111,Lee County,IA,19153,Polk County,130.29,4,N
21225,Union County,KY,21111,Jefferson County,130.31,4,N
12055,Highlands County,FL,12086,Miami-Dade County,130.51,4,N
54083,Randolph County,WV,54011,Cabell County,130.68,4,N
29215,Texas County,MO,29510,St. Louis County,130.8,4,N
26051,Gladwin County,MI,26163,Wayne County,130.81,4,N
54001,Barbour County,WV,54011,Cabell County,130.83,4,N
37145,Person County,NC,37119,Mecklenburg County,130.98,4,N
54049,Marion County,WV,54011,Cabell County,131.06,4,N
49015,Emery County,UT,49035,Salt Lake County,131.19,4,N
18147,Spencer County,IN,18097,Marion County,131.24,4,N
40065,Jackson County,OK,40109,Oklahoma County,131.26,4,N
27159,Wadena County,MN,27053,Hennepin County,131.3,4,N
8125,Yuma County,CO,8031,Denver County,131.36,4,N
40129,Roger Mills County,OK,40109,Oklahoma County,131.4,4,N
40061,Haskell County,OK,40109,Oklahoma County,131.43,4,N
13175,Laurens County,GA,13121,Fulton County,131.45,4,N
18173,Warrick County,IN,18097,Marion County,131.47,4,N
40105,Nowata County,OK,40109,Oklahoma County,131.59,4,N
20177,Shawnee County,KS,20173,Sedgwick County,131.61,4,N
47107,McMinn County,TN,47037,Davidson County,131.77,4,N
21175,Morgan County,KY,21111,Jefferson County,131.79,4,N
27101,Murray County,MN,27053,Hennepin County,131.8,4,Y
20051,Ellis County,KS,20173,Sedgwick County,131.83,4,N
51177,Spotsylvania County,VA,51810,Virginia Beach County,131.93,4,N
27073,Lac qui Parle County,MN,27053,Hennepin County,131.98,4,Y
49047,Uintah County,UT,49035,Salt Lake County,132.05,4,N
51630,Fredericksburg city,VA,51810,Virginia Beach County,132.09,4,N
20149,Pottawatomie County,KS,20173,Sedgwick County,132.1,4,N
1113,Russell County,AL,1073,Jefferson County,132.11,4,N
5081,Little River County,AR,5119,Pulaski County,132.11,4,N
40097,Mayes County,OK,40109,Oklahoma County,132.17,4,N
55001,Adams County,WI,55079,Milwaukee County,132.24,4,N
19089,Howard County,IA,19153,Polk County,132.39,4,N
45081,Saluda County,SC,45019,Charleston County,132.42,4,N
47131,Obion County,TN,47037,Davidson County,132.42,4,N
30017,Custer County,MT,30111,Yellowstone County,132.51,4,N
28013,Calhoun County,MS,28049,Hinds County,132.52,4,N
39159,Union County,OH,39035,Cuyahoga County,132.55,4,N
20057,Ford County,KS,20173,Sedgwick County,132.61,4,N
20025,Clark County,KS,20173,Sedgwick County,132.82,4,N
49041,Sevier County,UT,49035,Salt Lake County,132.87,4,N
29175,Randolph County,MO,29510,St. Louis County,132.87,4,N
29023,Butler County,MO,29510,St. Louis County,132.98,4,N
51049,Cumberland County,VA,51810,Virginia Beach County,132.99,4,N
20059,Franklin County,KS,20173,Sedgwick County,133.02,4,N
1109,Pike County,AL,1073,Jefferson County,133.34,4,N
6065,Riverside County,CA,6037,Los Angeles County,133.44,4,N
1023,Choctaw County,AL,1073,Jefferson County,133.51,4,N
21121,Knox County,KY,21111,Jefferson County,133.56,4,N
18089,Lake County,IN,18097,Marion County,133.57,4,N
47033,Crockett County,TN,47037,Davidson County,133.71,4,N
31001,Adams County,NE,31055,Douglas County,133.73,4,N
18087,LaGrange County,IN,18097,Marion County,133.74,4,N
17073,Henry County,IL,17031,Cook County,133.76,4,N
54091,Taylor County,WV,54011,Cabell County,133.88,4,N
48313,Madison County,TX,48113,Dallas County,133.96,4,N
55049,Iowa County,WI,55079,Milwaukee County,133.99,4,N
30059,Meagher County,MT,30111,Yellowstone County,134.06,4,N
17143,Peoria County,IL,17031,Cook County,134.08,4,N
27055,Houston County,MN,27053,Hennepin County,134.43,4,N
51109,Louisa County,VA,51810,Virginia Beach County,134.44,4,N
19057,Des Moines County,IA,19153,Polk County,134.61,4,N
39137,Putnam County,OH,39035,Cuyahoga County,134.65,4,N
21047,Christian County,KY,21111,Jefferson County,134.67,4,N
20141,Osborne County,KS,20173,Sedgwick County,135.03,4,N
45037,Edgefield County,SC,45019,Charleston County,135.04,4,N
17039,De Witt County,IL,17031,Cook County,135.24,4,N
29133,Mississippi County,MO,29510,St. Louis County,135.34,4,N
46109,Roberts County,SD,46099,Minnehaha County,135.35,4,N
5143,Washington County,AR,5119,Pulaski County,135.36,4,N
17085,Jo Daviess County,IL,17031,Cook County,135.4,4,N
21025,Breathitt County,KY,21111,Jefferson County,135.5,4,N
5055,Greene County,AR,5119,Pulaski County,135.51,4,N
36083,Rensselaer County,NY,36061,New York County,135.67,4,N
28027,Coahoma County,MS,28049,Hinds County,135.71,4,N
36007,Broome County,NY,36061,New York County,135.78,4,N
13091,Dodge County,GA,13121,Fulton County,135.83,4,N
12027,DeSoto County,FL,12086,Miami-Dade County,135.88,4,N
20083,Hodgeman County,KS,20173,Sedgwick County,135.89,4,N
13081,Crisp County,GA,13121,Fulton County,136.05,4,N
5091,Miller County,AR,5119,Pulaski County,136.12,4,N
30075,Powder River County,MT,30111,Yellowstone County,136.35,4,N
29089,Howard County,MO,29510,St. Louis County,136.41,4,N
51147,Prince Edward County,VA,51810,Virginia Beach County,136.44,4,N
17179,Tazewell County,IL,17031,Cook County,136.49,4,N
55065,Lafayette County,WI,55079,Milwaukee County,136.51,4,N
42081,Lycoming County,PA,42101,Philadelphia County,136.52,4,N
19193,Woodbury County,IA,19153,Polk County,136.53,4,N
41049,Morrow County,OR,41051,Multnomah County,136.61,4,N
23019,Penobscot County,ME,23005,Cumberland County,136.83,4,N
13239,Quitman County,GA,13121,Fulton County,136.9,4,N
35051,Sierra County,NM,35001,Bernalillo County,136.92,4,N
35045,San Juan County,NM,35001,Bernalillo County,136.94,4,N
48331,Milam County,TX,48113,Dallas County,137.05,4,N
28025,Clay County,MS,28049,Hinds County,137.06,4,N
42055,Franklin County,PA,42101,Philadelphia County,137.32,4,N
40021,Cherokee County,OK,40109,Oklahoma County,137.46,4,N
45057,Lancaster County,SC,45019,Charleston County,137.48,4,N
16067,Minidoka County,ID,16001,Ada County,137.48,4,N
42087,Mifflin County,PA,42101,Philadelphia County,137.5,4,N
8017,Cheyenne County,CO,8031,Denver County,137.5,4,N
13177,Lee County,GA,13121,Fulton County,137.5,4,N
28119,Quitman County,MS,28049,Hinds County,137.5,4,N
37017,Bladen County,NC,37119,Mecklenburg County,137.63,4,N
35011,De Baca County,NM,35001,Bernalillo County,137.64,4,N
51179,Stafford County,VA,51810,Virginia Beach County,137.85,4,N
55115,Shawano County,WI,55079,Milwaukee County,137.89,4,N
48333,Mills County,TX,48113,Dallas County,137.9,4,N
49027,Millard County,UT,49035,Salt Lake County,137.91,4,N
48281,Lampasas County,TX,48113,Dallas County,138.26,4,N
39121,Noble County,OH,39035,Cuyahoga County,138.45,4,N
27051,Grant County,MN,27053,Hennepin County,138.47,4,N
41013,Crook County,OR,41051,Multnomah County,138.52,4,N
40045,Ellis County,OK,40109,Oklahoma County,138.95,4,N
38019,Cavalier County,ND,38017,Cass County,139.07,4,N
13273,Terrell County,GA,13121,Fulton County,139.08,4,N
29053,Cooper County,MO,29510,St. Louis County,139.13,4,N
21063,Elliott County,KY,21111,Jefferson County,139.18,4,N
36077,Otsego County,NY,36061,New York County,139.2,4,N
1099,Monroe County,AL,1073,Jefferson County,139.24,4,N
22029,Concordia Parish,LA,22071,Orleans Parish,139.3,4,N
17147,Piatt County,IL,17031,Cook County,139.31,4,N
40127,Pushmataha County,OK,40109,Oklahoma County,139.46,4,N
13315,Wilcox County,GA,13121,Fulton County,139.68,4,N
8051,Gunnison County,CO,8031,Denver County,139.75,4,N
1025,Clarke County,AL,1073,Jefferson County,139.77,4,N
19043,Clayton County,IA,19153,Polk County,139.92,4,N
53005,Benton County,WA,53033,King County,140.03,4,N
47069,Hardeman County,TN,47037,Davidson County,140.05,4,N
37101,Johnston County,NC,37119,Mecklenburg County,140.16,4,N
8109,Saguache County,CO,8031,Denver County,140.17,4,N
48485,Wichita County,TX,48113,Dallas County,140.21,4,N
26107,Mecosta County,MI,26163,Wayne County,140.25,4,N
37163,Sampson County,NC,37119,Mecklenburg County,140.29,4,N
45071,Newberry County,SC,45019,Charleston County,140.35,4,N
27021,Cass County,MN,27053,Hennepin County,140.59,4,N
48315,Marion County,TX,48113,Dallas County,140.63,4,N
48203,Harrison County,TX,48113,Dallas County,140.65,4,N
39049,Franklin County,OH,39035,Cuyahoga County,140.76,4,N
21033,Caldwell County,KY,21111,Jefferson County,140.77,4,N
13245,Richmond County,GA,13121,Fulton County,140.91,4,N
22009,Avoyelles Parish,LA,22071,Orleans Parish,140.97,4,N
13243,Randolph County,GA,13121,Fulton County,141.05,4,N
36093,Schenectady County,NY,36061,New York County,141.07,4,N
47105,Loudon County,TN,47037,Davidson County,141.25,4,N
39003,Allen County,OH,39035,Cuyahoga County,141.33,4,N
55083,Oconto County,WI,55079,Milwaukee County,141.4,4,N
29181,Ripley County,MO,29510,St. Louis County,141.43,4,N
19191,Winneshiek County,IA,19153,Polk County,141.5,4,N
18151,Steuben County,IN,18097,Marion County,141.58,4,N
2261,Valdez-Cordova Census Area,AK,2020,Anchorage Municipality,141.69,4,N
21043,Carter County,KY,21111,Jefferson County,141.79,4,N
39127,Perry County,OH,39035,Cuyahoga County,141.94,4,N
37077,Granville County,NC,37119,Mecklenburg County,142.04,4,N
48067,Cass County,TX,48113,Dallas County,142.09,4,N
28045,Hancock County,MS,28049,Hinds County,142.11,4,N
22113,Vermilion Parish,LA,22071,Orleans Parish,142.12,4,N
37047,Columbus County,NC,37119,Mecklenburg County,142.14,4,N
26035,Clare County,MI,26163,Wayne County,142.19,4,N
42015,Bradford County,PA,42101,Philadelphia County,142.37,4,N
30031,Gallatin County,MT,30111,Yellowstone County,142.41,4,N
55097,Portage County,WI,55079,Milwaukee County,142.42,4,N
39091,Logan County,OH,39035,Cuyahoga County,142.51,4,N
26027,Cass County,MI,26163,Wayne County,142.62,4,N
19141,O'Brien County,IA,19153,Polk County,142.68,4,N
26069,Iosco County,MI,26163,Wayne County,142.8,4,N
24023,Garrett County,MD,24510,Baltimore County,142.81,4,N
29029,Camden County,MO,29510,St. Louis County,142.83,4,N
29141,Morgan County,MO,29510,St. Louis County,142.94,4,N
20011,Bourbon County,KS,20173,Sedgwick County,142.96,4,N
55029,Door County,WI,55079,Milwaukee County,142.99,4,N
20037,Crawford County,KS,20173,Sedgwick County,143.17,4,N
8055,Huerfano County,CO,8031,Denver County,143.37,4,N
27081,Lincoln County,MN,27053,Hennepin County,143.41,4,N
48447,Throckmorton County,TX,48113,Dallas County,143.46,4,N
6107,Tulare County,CA,6037,Los Angeles County,143.56,4,N
51065,Fluvanna County,VA,51810,Virginia Beach County,143.9,4,N
8089,Otero County,CO,8031,Denver County,143.96,4,N
19059,Dickinson County,IA,19153,Polk County,144,4,N
28087,Lowndes County,MS,28049,Hinds County,144.01,4,N
20135,Ness County,KS,20173,Sedgwick County,144.12,4,N
54061,Monongalia County,WV,54011,Cabell County,144.15,4,N
48037,Bowie County,TX,48113,Dallas County,144.2,4,N
28017,Chickasaw County,MS,28049,Hinds County,144.21,4,N
29105,Laclede County,MO,29510,St. Louis County,144.41,4,N
20045,Douglas County,KS,20173,Sedgwick County,144.41,4,N
39111,Monroe County,OH,39035,Cuyahoga County,144.42,4,N
12061,Indian River County,FL,12086,Miami-Dade County,144.49,4,N
47001,Anderson County,TN,47037,Davidson County,144.52,4,N
18163,Vanderburgh County,IN,18097,Marion County,144.63,4,N
29143,New Madrid County,MO,29510,St. Louis County,144.68,4,N
54069,Ohio County,WV,54011,Cabell County,144.91,4,N
32023,Nye County,NV,32003,Clark County,144.91,4,N
31181,Webster County,NE,31055,Douglas County,144.96,4,N
5093,Mississippi County,AR,5119,Pulaski County,144.98,4,N
27111,Otter Tail County,MN,27053,Hennepin County,145,4,Y
21153,Magoffin County,KY,21111,Jefferson County,145.02,4,N
1005,Barbour County,AL,1073,Jefferson County,145.02,4,N
28039,George County,MS,28049,Hinds County,145.09,4,N
29103,Knox County,MO,29510,St. Louis County,145.17,4,N
27011,Big Stone County,MN,27053,Hennepin County,145.3,4,N
36017,Chenango County,NY,36061,New York County,145.38,4,N
13283,Treutlen County,GA,13121,Fulton County,145.45,4,N
21055,Crittenden County,KY,21111,Jefferson County,145.48,4,N
47075,Haywood County,TN,47037,Davidson County,145.5,4,N
27105,Nobles County,MN,27053,Hennepin County,145.61,4,Y
21131,Leslie County,KY,21111,Jefferson County,145.62,4,N
8095,Phillips County,CO,8031,Denver County,145.69,4,N
47139,Polk County,TN,47037,Davidson County,145.71,4,N
29045,Clark County,MO,29510,St. Louis County,145.75,4,N
20201,Washington County,KS,20173,Sedgwick County,145.93,4,N
39039,Defiance County,OH,39035,Cuyahoga County,146.02,4,N
47045,Dyer County,TN,47037,Davidson County,146.09,4,N
37113,Macon County,NC,37119,Mecklenburg County,146.26,4,N
55057,Juneau County,WI,55079,Milwaukee County,146.34,4,N
31163,Sherman County,NE,31055,Douglas County,146.5,4,N
39045,Fairfield County,OH,39035,Cuyahoga County,146.55,4,N
51037,Charlotte County,VA,51810,Virginia Beach County,146.63,4,N
46069,Hyde County,SD,46099,Minnehaha County,146.65,4,N
1035,Conecuh County,AL,1073,Jefferson County,146.94,4,N
48049,Brown County,TX,48113,Dallas County,147.05,4,N
47013,Campbell County,TN,47037,Davidson County,147.1,4,N
20107,Linn County,KS,20173,Sedgwick County,147.12,4,N
39115,Morgan County,OH,39035,Cuyahoga County,147.72,4,N
31175,Valley County,NE,31055,Douglas County,147.72,4,N
20021,Cherokee County,KS,20173,Sedgwick County,147.75,4,N
28107,Panola County,MS,28049,Hinds County,147.79,4,N
26129,Ogemaw County,MI,26163,Wayne County,148.09,4,N
46091,Marshall County,SD,46099,Minnehaha County,148.1,4,N
45023,Chester County,SC,45019,Charleston County,148.1,4,N
19061,Dubuque County,IA,19153,Polk County,148.13,4,N
39171,Williams County,OH,39035,Cuyahoga County,148.24,4,N
8061,Kiowa County,CO,8031,Denver County,148.28,4,N
21013,Bell County,KY,21111,Jefferson County,148.4,4,N
51029,Buckingham County,VA,51810,Virginia Beach County,148.43,4,N
22001,Acadia Parish,LA,22071,Orleans Parish,148.45,4,N
40057,Harmon County,OK,40109,Oklahoma County,148.46,4,N
48041,Brazos County,TX,48113,Dallas County,148.46,4,N
38029,Emmons County,ND,38017,Cass County,148.5,4,N
20157,Republic County,KS,20173,Sedgwick County,148.57,4,N
21193,Perry County,KY,21111,Jefferson County,148.57,4,N
55078,Menominee County,WI,55079,Milwaukee County,148.59,4,N
36057,Montgomery County,NY,36061,New York County,148.72,4,N
6079,San Luis Obispo County,CA,6037,Los Angeles County,148.75,4,N
17095,Knox County,IL,17031,Cook County,148.79,4,N
40035,Craig County,OK,40109,Oklahoma County,148.82,4,N
51137,Orange County,VA,51810,Virginia Beach County,148.91,4,N
29149,Oregon County,MO,29510,St. Louis County,148.93,4,N
48347,Nacogdoches County,TX,48113,Dallas County,148.98,4,N
40023,Choctaw County,OK,40109,Oklahoma County,149.03,4,N
29121,Macon County,MO,29510,St. Louis County,149.06,4,N
31071,Garfield County,NE,31055,Douglas County,149.1,4,N
48417,Shackelford County,TX,48113,Dallas County,149.26,4,N
20085,Jackson County,KS,20173,Sedgwick County,149.44,4,N
40135,Sequoyah County,OK,40109,Oklahoma County,149.53,4,N
21089,Greenup County,KY,21111,Jefferson County,149.78,4,N
37173,Swain County,NC,37119,Mecklenburg County,149.86,4,N
48365,Panola County,TX,48113,Dallas County,150.07,5,N
17041,Douglas County,IL,17031,Cook County,150.11,5,N
48455,Trinity County,TX,48113,Dallas County,150.15,5,N
13107,Emanuel County,GA,13121,Fulton County,150.27,5,N
20089,Jewell County,KS,20173,Sedgwick County,150.36,5,N
47123,Monroe County,TN,47037,Davidson County,150.53,5,N
13033,Burke County,GA,13121,Fulton County,150.7,5,N
55103,Richland County,WI,55079,Milwaukee County,150.84,5,N
47095,Lake County,TN,47037,Davidson County,150.91,5,N
13287,Turner County,GA,13121,Fulton County,151.23,5,N
46049,Faulk County,SD,46099,Minnehaha County,151.29,5,N
17107,Logan County,IL,17031,Cook County,151.37,5,N
38015,Burleigh County,ND,38017,Cass County,151.41,5,N
48023,Baylor County,TX,48113,Dallas County,151.71,5,N
28047,Harrison County,MS,28049,Hinds County,151.72,5,N
38083,Sheridan County,ND,38017,Cass County,151.75,5,N
30079,Prairie County,MT,30111,Yellowstone County,152,5,N
19163,Scott County,IA,19153,Polk County,152.16,5,N
54093,Tucker County,WV,54011,Cabell County,152.25,5,N
51510,Alexandria city,VA,51810,Virginia Beach County,152.26,5,N
42061,Huntingdon County,PA,42101,Philadelphia County,152.28,5,N
40059,Harper County,OK,40109,Oklahoma County,152.32,5,N
38095,Towner County,ND,38017,Cass County,152.58,5,N
46085,Lyman County,SD,46099,Minnehaha County,152.76,5,N
20163,Rooks County,KS,20173,Sedgwick County,152.82,5,N
53021,Franklin County,WA,53033,King County,152.9,5,N
18129,Posey County,IN,18097,Marion County,152.93,5,N
13061,Clay County,GA,13121,Fulton County,153.01,5,N
17045,Edgar County,IL,17031,Cook County,153.15,5,N
27117,Pipestone County,MN,27053,Hennepin County,153.2,5,N
46013,Brown County,SD,46099,Minnehaha County,153.25,5,Y
5021,Clay County,AR,5119,Pulaski County,153.27,5,N
13309,Wheeler County,GA,13121,Fulton County,153.42,5,N
5007,Benton County,AR,5119,Pulaski County,153.49,5,N
8115,Sedgwick County,CO,8031,Denver County,153.54,5,N
20117,Marshall County,KS,20173,Sedgwick County,153.58,5,N
12049,Hardee County,FL,12086,Miami-Dade County,153.61,5,N
22039,Evangeline Parish,LA,22071,Orleans Parish,153.66,5,N
19149,Plymouth County,IA,19153,Polk County,153.72,5,N
21221,Trigg County,KY,21111,Jefferson County,153.85,5,N
17161,Rock Island County,IL,17031,Cook County,153.86,5,N
4009,Graham County,AZ,4013,Maricopa County,154.1,5,N
29229,Wright County,MO,29510,St. Louis County,154.16,5,N
39011,Auglaize County,OH,39035,Cuyahoga County,154.17,5,N
48491,Williamson County,TX,48113,Dallas County,154.19,5,N
39125,Paulding County,OH,39035,Cuyahoga County,154.25,5,N
16023,Butte County,ID,16001,Ada County,154.4,5,N
37069,Franklin County,NC,37119,Mecklenburg County,154.52,5,N
28071,Lafayette County,MS,28049,Hinds County,154.54,5,N
36107,Tioga County,NY,36061,New York County,154.56,5,N
48059,Callahan County,TX,48113,Dallas County,154.6,5,N
51153,Prince William County,VA,51810,Virginia Beach County,154.82,5,N
27155,Traverse County,MN,27053,Hennepin County,154.83,5,N
39021,Champaign County,OH,39035,Cuyahoga County,154.97,5,N
31019,Buffalo County,NE,31055,Douglas County,155.16,5,N
16059,Lemhi County,ID,16001,Ada County,155.23,5,N
20121,Miami County,KS,20173,Sedgwick County,155.24,5,N
21143,Lyon County,KY,21111,Jefferson County,155.28,5,N
26123,Newaygo County,MI,26163,Wayne County,155.47,5,N
26159,Van Buren County,MI,26163,Wayne County,155.58,5,N
38069,Pierce County,ND,38017,Cass County,155.6,5,N
42027,Centre County,PA,42101,Philadelphia County,155.65,5,N
21115,Johnson County,KY,21111,Jefferson County,155.66,5,N
39097,Madison County,OH,39035,Cuyahoga County,155.77,5,N
20087,Jefferson County,KS,20173,Sedgwick County,155.78,5,N
16031,Cassia County,ID,16001,Ada County,155.79,5,N
31099,Kearney County,NE,31055,Douglas County,155.82,5,N
54009,Brooke County,WV,54011,Cabell County,155.89,5,N
46123,Tripp County,SD,46099,Minnehaha County,155.91,5,N
20195,Trego County,KS,20173,Sedgwick County,155.97,5,N
54077,Preston County,WV,54011,Cabell County,156.19,5,N
23029,Washington County,ME,23005,Cumberland County,156.38,5,N
17115,Macon County,IL,17031,Cook County,156.45,5,N
51013,Arlington County,VA,51810,Virginia Beach County,156.48,5,N
40001,Adair County,OK,40109,Oklahoma County,156.48,5,N
37181,Vance County,NC,37119,Mecklenburg County,156.48,5,N
13095,Dougherty County,GA,13121,Fulton County,156.5,5,N
19005,Allamakee County,IA,19153,Polk County,156.51,5,N
6031,Kings County,CA,6037,Los Angeles County,156.55,5,N
30007,Broadwater County,MT,30111,Yellowstone County,156.56,5,N
40041,Delaware County,OK,40109,Oklahoma County,156.56,5,N
45065,McCormick County,SC,45019,Charleston County,156.57,5,N
35007,Colfax County,NM,35001,Bernalillo County,156.58,5,N
48471,Walker County,TX,48113,Dallas County,156.83,5,N
29091,Howell County,MO,29510,St. Louis County,156.85,5,N
45047,Greenwood County,SC,45019,Charleston County,156.94,5,N
13037,Calhoun County,GA,13121,Fulton County,157.03,5,N
19045,Clinton County,IA,19153,Polk County,157.06,5,N
42035,Clinton County,PA,42101,Philadelphia County,157.14,5,N
22107,Tensas Parish,LA,22071,Orleans Parish,157.28,5,N
19143,Osceola County,IA,19153,Polk County,157.3,5,N
26143,Roscommon County,MI,26163,Wayne County,157.34,5,N
48051,Burleson County,TX,48113,Dallas County,157.35,5,N
31089,Holt County,NE,31055,Douglas County,157.35,5,N
13271,Telfair County,GA,13121,Fulton County,157.37,5,N
26133,Osceola County,MI,26163,Wayne County,157.46,5,N
19097,Jackson County,IA,19153,Polk County,157.49,5,N
51059,Fairfax County,VA,51810,Virginia Beach County,157.54,5,N
23021,Piscataquis County,ME,23005,Cumberland County,157.62,5,N
51683,Manassas city,VA,51810,Virginia Beach County,157.66,5,N
1031,Coffee County,AL,1073,Jefferson County,157.76,5,N
51685,Manassas Park city,VA,51810,Virginia Beach County,157.96,5,N
29041,Chariton County,MO,29510,St. Louis County,157.96,5,N
22025,Catahoula Parish,LA,22071,Orleans Parish,158.07,5,N
54071,Pendleton County,WV,54011,Cabell County,158.29,5,N
13209,Montgomery County,GA,13121,Fulton County,158.33,5,N
53001,Adams County,WA,53033,King County,158.36,5,N
51047,Culpeper County,VA,51810,Virginia Beach County,158.37,5,N
51610,Falls Church city,VA,51810,Virginia Beach County,158.38,5,N
4023,Santa Cruz County,AZ,4013,Maricopa County,158.38,5,N
42057,Fulton County,PA,42101,Philadelphia County,158.45,5,N
56025,Natrona County,WY,56021,Laramie County,158.46,5,N
28115,Pontotoc County,MS,28049,Hinds County,158.55,5,N
12115,Sarasota County,FL,12086,Miami-Dade County,158.66,5,N
21119,Knott County,KY,21111,Jefferson County,158.76,5,N
13321,Worth County,GA,13121,Fulton County,158.77,5,N
21127,Lawrence County,KY,21111,Jefferson County,158.85,5,N
51011,Appomattox County,VA,51810,Virginia Beach County,158.97,5,N
8003,Alamosa County,CO,8031,Denver County,159.26,5,N
40079,Le Flore County,OK,40109,Oklahoma County,159.28,5,N
51600,Fairfax city,VA,51810,Virginia Beach County,159.29,5,N
8011,Bent County,CO,8031,Denver County,159.37,5,N
53043,Lincoln County,WA,53033,King County,159.38,5,N
47093,Knox County,TN,47037,Davidson County,159.44,5,N
37191,Wayne County,NC,37119,Mecklenburg County,159.71,5,N
13165,Jenkins County,GA,13121,Fulton County,159.75,5,N
27057,Hubbard County,MN,27053,Hennepin County,159.99,5,N
39167,Washington County,OH,39035,Cuyahoga County,160.05,5,N
48053,Burnet County,TX,48113,Dallas County,160.15,5,N
28095,Monroe County,MS,28049,Hinds County,160.35,5,N
