county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat
1103,Morgan County,AL,1073,Jefferson County,62.32,3
31173,Thurston County,NE,31055,Douglas County,62.37,3
21113,Jessamine County,KY,21111,Jefferson County,62.38,3
18047,Franklin County,IN,18097,Marion County,62.47,3
31097,Johnson County,NE,31055,Douglas County,62.58,3
40037,Creek County,OK,40109,Oklahoma County,62.69,3
18045,Fountain County,IN,18097,Marion County,62.73,3
37027,Caldwell County,NC,37119,Mecklenburg County,62.79,3
1027,Clay County,AL,1073,Jefferson County,62.84,3
21085,Grayson County,KY,21111,Jefferson County,62.88,3
54015,Clay County,WV,54011,Cabell County,62.92,3
8093,Park County,CO,8031,Denver County,62.99,3
5001,Arkansas County,AR,5119,Pulaski County,63.11,3
28051,Holmes County,MS,28049,Hinds County,63.16,3
47087,Jackson County,TN,47037,Davidson County,63.18,3
20017,Chase County,KS,20173,Sedgwick County,63.44,3
53045,Mason County,WA,53033,King County,63.44,3
51119,Middlesex County,VA,51810,Virginia Beach County,63.55,3
5095,Monroe County,AR,5119,Pulaski County,63.55,3
8119,Teller County,CO,8031,Denver County,63.57,3
13293,Upson County,GA,13121,Fulton County,63.57,3
1015,Calhoun County,AL,1073,Jefferson County,63.58,3
37153,Richmond County,NC,37119,Mecklenburg County,63.66,3
37197,Yadkin County,NC,37119,Mecklenburg County,63.71,3
21087,Green County,KY,21111,Jefferson County,63.78,3
19075,Grundy County,IA,19153,Polk County,63.78,3
5149,Yell County,AR,5119,Pulaski County,63.78,3
47161,Stewart County,TN,47037,Davidson County,63.92,3
18009,Blackford County,IN,18097,Marion County,64.12,3
13059,Clarke County,GA,13121,Fulton County,64.15,3
27095,Mille Lacs County,MN,27053,Hennepin County,64.23,3
21081,Grant County,KY,21111,Jefferson County,64.25,3
26155,Shiawassee County,MI,26163,Wayne County,64.38,3
28079,Leake County,MS,28049,Hinds County,64.39,3
49045,Tooele County,UT,49035,Salt Lake County,64.47,3
50027,Windsor County,VT,50007,Chittenden County,64.81,3
31127,Nemaha County,NE,31055,Douglas County,64.82,3
39169,Wayne County,OH,39035,Cuyahoga County,64.86,3
72055,Guánica Municipio,PR,72127,San Juan Municipio,64.99,3
41053,Polk County,OR,41051,Multnomah County,65.20,3
48097,Cooke County,TX,48113,Dallas County,65.23,3
55055,Jefferson County,WI,55079,Milwaukee County,65.29,3
18161,Union County,IN,18097,Marion County,65.30,3
41057,Tillamook County,OR,41051,Multnomah County,65.31,3
47127,Moore County,TN,47037,Davidson County,65.35,3
18135,Randolph County,IN,18097,Marion County,65.42,3
48221,Hood County,TX,48113,Dallas County,65.58,3
27065,Kanabec County,MN,27053,Hennepin County,65.63,3
5079,Lincoln County,AR,5119,Pulaski County,65.64,3
47177,Warren County,TN,47037,Davidson County,65.78,3
40117,Pawnee County,OK,40109,Oklahoma County,65.88,3
21067,Fayette County,KY,21111,Jefferson County,66.00,3
37151,Randolph County,NC,37119,Mecklenburg County,66.08,3
12021,Collier County,FL,12086,Miami-Dade County,66.16,3
48213,Henderson County,TX,48113,Dallas County,66.17,3
21091,Hancock County,KY,21111,Jefferson County,66.26,3
23013,Knox County,ME,23005,Cumberland County,66.28,3
41065,Wasco County,OR,41051,Multnomah County,66.31,3
18137,Ripley County,IN,18097,Marion County,66.38,3
45075,Orangeburg County,SC,45019,Charleston County,66.39,3
19185,Wayne County,IA,19153,Polk County,66.40,3
72099,Moca Municipio,PR,72127,San Juan Municipio,66.44,3
19053,Decatur County,IA,19153,Polk County,66.44,3
8087,Morgan County,CO,8031,Denver County,66.51,3
27145,Stearns County,MN,27053,Hennepin County,66.98,3
5147,Woodruff County,AR,5119,Pulaski County,67.13,3
17007,Boone County,IL,17031,Cook County,67.17,3
72125,San Germán Municipio,PR,72127,San Juan Municipio,67.20,3
1105,Perry County,AL,1073,Jefferson County,67.24,3
8041,El Paso County,CO,8031,Denver County,67.27,3
54107,Wood County,WV,54011,Cabell County,67.30,3
51103,Lancaster County,VA,51810,Virginia Beach County,67.37,3
24019,Dorchester County,MD,24510,Baltimore County,67.38,3
31167,Stanton County,NE,31055,Douglas County,67.41,3
8117,Summit County,CO,8031,Denver County,67.53,3
22007,Assumption Parish,LA,22071,Orleans Parish,67.53,3
24043,Washington County,MD,24510,Baltimore County,67.58,3
54013,Calhoun County,WV,54011,Cabell County,67.58,3
55027,Dodge County,WI,55079,Milwaukee County,67.63,3
25007,Dukes County,MA,25025,Suffolk County,67.72,3
13011,Banks County,GA,13121,Fulton County,67.73,3
9011,New London County,CT,9001,Fairfield County,67.77,3
36103,Suffolk County,NY,36061,New York County,67.77,3
45053,Jasper County,SC,45019,Charleston County,67.80,3
20073,Greenwood County,KS,20173,Sedgwick County,67.82,3
18093,Lawrence County,IN,18097,Marion County,67.83,3
54109,Wyoming County,WV,54011,Cabell County,67.87,3
46035,Davison County,SD,46099,Minnehaha County,67.98,3
39151,Stark County,OH,39035,Cuyahoga County,67.98,3
39123,Ottawa County,OH,39035,Cuyahoga County,68.00,3
18017,Cass County,IN,18097,Marion County,68.07,3
53041,Lewis County,WA,53033,King County,68.13,3
47055,Giles County,TN,47037,Davidson County,68.24,3
29157,Perry County,MO,29510,St. Louis County,68.25,3
50009,Essex County,VT,50007,Chittenden County,68.29,3
38045,LaMoure County,ND,38017,Cass County,68.30,3
54019,Fayette County,WV,54011,Cabell County,68.32,3
20049,Elk County,KS,20173,Sedgwick County,68.36,3
27161,Waseca County,MN,27053,Hennepin County,68.47,3
18103,Miami County,IN,18097,Marion County,68.57,3
9013,Tolland County,CT,9001,Fairfield County,68.62,3
36027,Dutchess County,NY,36061,New York County,68.65,3
18055,Greene County,IN,18097,Marion County,68.76,3
19009,Audubon County,IA,19153,Polk County,68.87,3
13055,Chattooga County,GA,13121,Fulton County,68.93,3
29139,Montgomery County,MO,29510,St. Louis County,68.93,3
48147,Fannin County,TX,48113,Dallas County,68.99,3
8049,Grand County,CO,8031,Denver County,69.05,3
37193,Wilkes County,NC,37119,Mecklenburg County,69.05,3
53057,Skagit County,WA,53033,King County,69.06,3
46111,Sanborn County,SD,46099,Minnehaha County,69.06,3
51183,Sussex County,VA,51810,Virginia Beach County,69.07,3
48425,Somervell County,TX,48113,Dallas County,69.09,3
37067,Forsyth County,NC,37119,Mecklenburg County,69.17,3
22091,St. Helena Parish,LA,22071,Orleans Parish,69.36,3
28031,Covington County,MS,28049,Hinds County,69.37,3
39005,Ashland County,OH,39035,Cuyahoga County,69.41,3
29073,Gasconade County,MO,29510,St. Louis County,69.47,3
1065,Hale County,AL,1073,Jefferson County,69.47,3
1093,Marion County,AL,1073,Jefferson County,69.48,3
2170,Matanuska-Susitna Borough,AK,2020,Anchorage Municipality,69.55,3
34011,Cumberland County,NJ,34021,Mercer County,69.55,3
51036,Charles City County,VA,51810,Virginia Beach County,69.58,3
27147,Steele County,MN,27053,Hennepin County,69.60,3
38035,Grand Forks County,ND,38017,Cass County,69.64,3
42025,Carbon County,PA,42101,Philadelphia County,69.69,3
51001,Accomack County,VA,51810,Virginia Beach County,69.72,3
45049,Hampton County,SC,45019,Charleston County,69.77,3
29163,Pike County,MO,29510,St. Louis County,69.80,3
5019,Clark County,AR,5119,Pulaski County,69.86,3
8069,Larimer County,CO,8031,Denver County,69.89,3
54081,Raleigh County,WV,54011,Cabell County,69.96,3
20151,Pratt County,KS,20173,Sedgwick County,70.09,3
45009,Bamberg County,SC,45019,Charleston County,70.11,3
41007,Clatsop County,OR,41051,Multnomah County,70.25,3
72011,Añasco Municipio,PR,72127,San Juan Municipio,70.34,3
1075,Lamar County,AL,1073,Jefferson County,70.36,3
33009,Grafton County,NH,33011,Hillsborough County,70.37,3
40123,Pontotoc County,OK,40109,Oklahoma County,70.40,3
47135,Perry County,TN,47037,Davidson County,70.53,3
18165,Vermillion County,IN,18097,Marion County,70.55,3
72005,Aguadilla Municipio,PR,72127,San Juan Municipio,70.62,3
72079,Lajas Municipio,PR,72127,San Juan Municipio,70.79,3
13237,Putnam County,GA,13121,Fulton County,70.96,3
33003,Carroll County,NH,33011,Hillsborough County,71.05,3
18167,Vigo County,IN,18097,Marion County,71.12,3
19027,Carroll County,IA,19153,Polk County,71.15,3
13213,Murray County,GA,13121,Fulton County,71.27,3
1107,Pickens County,AL,1073,Jefferson County,71.45,3
72067,Hormigueros Municipio,PR,72127,San Juan Municipio,71.58,3
12099,Palm Beach County,FL,12086,Miami-Dade County,71.60,3
39099,Mahoning County,OH,39035,Cuyahoga County,71.60,3
4021,Pinal County,AZ,4013,Maricopa County,71.66,3
1079,Lawrence County,AL,1073,Jefferson County,71.72,3
47103,Lincoln County,TN,47037,Davidson County,71.74,3
1001,Autauga County,AL,1073,Jefferson County,71.77,3
51149,Prince George County,VA,51810,Virginia Beach County,71.83,3
47141,Putnam County,TN,47037,Davidson County,71.87,3
21079,Garrard County,KY,21111,Jefferson County,71.88,3
55039,Fond du Lac County,WI,55079,Milwaukee County,71.93,3
21045,Casey County,KY,21111,Jefferson County,71.98,3
13311,White County,GA,13121,Fulton County,72.06,3
47005,Benton County,TN,47037,Davidson County,72.13,3
46009,Bon Homme County,SD,46099,Minnehaha County,72.23,3
16025,Camas County,ID,16001,Ada County,72.23,3
46057,Hamlin County,SD,46099,Minnehaha County,72.53,3
27013,Blue Earth County,MN,27053,Hennepin County,72.89,3
20185,Stafford County,KS,20173,Sedgwick County,72.93,3
19197,Wright County,IA,19153,Polk County,72.95,3
51127,New Kent County,VA,51810,Virginia Beach County,72.96,3
41043,Linn County,OR,41051,Multnomah County,73.01,3
31141,Platte County,NE,31055,Douglas County,73.02,3
42089,Monroe County,PA,42101,Philadelphia County,73.06,3
21061,Edmonson County,KY,21111,Jefferson County,73.16,3
72003,Aguada Municipio,PR,72127,San Juan Municipio,73.21,3
19025,Calhoun County,IA,19153,Polk County,73.41,3
47027,Clay County,TN,47037,Davidson County,73.69,3
21015,Boone County,KY,21111,Jefferson County,73.79,3
21097,Harrison County,KY,21111,Jefferson County,73.93,3
40063,Hughes County,OK,40109,Oklahoma County,73.94,3
31143,Polk County,NE,31055,Douglas County,73.98,3
47099,Lawrence County,TN,47037,Davidson County,73.99,3
29093,Iron County,MO,29510,St. Louis County,74.02,3
29055,Crawford County,MO,29510,St. Louis County,74.16,3
42075,Lebanon County,PA,42101,Philadelphia County,74.16,3
31151,Saline County,NE,31055,Douglas County,74.25,3
19003,Adams County,IA,19153,Polk County,74.25,3
49005,Cache County,UT,49035,Salt Lake County,74.27,3
19069,Franklin County,IA,19153,Polk County,74.29,3
27039,Dodge County,MN,27053,Hennepin County,74.34,3
19159,Ringgold County,IA,19153,Polk County,74.35,3
22109,Terrebonne Parish,LA,22071,Orleans Parish,74.38,3
20007,Barber County,KS,20173,Sedgwick County,74.38,3
16087,Washington County,ID,16001,Ada County,74.40,3
21137,Lincoln County,KY,21111,Jefferson County,74.40,3
19007,Appanoose County,IA,19153,Polk County,74.40,3
17099,LaSalle County,IL,17031,Cook County,74.53,3
13169,Jones County,GA,13121,Fulton County,74.56,3
24037,St. Mary's County,MD,24510,Baltimore County,74.56,3
42107,Schuylkill County,PA,42101,Philadelphia County,74.57,3
19029,Cass County,IA,19153,Polk County,74.59,3
37111,McDowell County,NC,37119,Mecklenburg County,74.66,3
13111,Fannin County,GA,13121,Fulton County,74.68,3
28151,Washington County,MS,28049,Hinds County,74.81,3
18075,Jay County,IN,18097,Marion County,74.90,3
28001,Adams County,MS,28049,Hinds County,74.96,3
35053,Socorro County,NM,35001,Bernalillo County,74.99,3
27129,Renville County,MN,27053,Hennepin County,75.08,4
13263,Talbot County,GA,13121,Fulton County,75.08,4
48223,Hopkins County,TX,48113,Dallas County,75.12,4
19179,Wapello County,IA,19153,Polk County,75.21,4
49033,Rich County,UT,49035,Salt Lake County,75.26,4
37149,Polk County,NC,37119,Mecklenburg County,75.28,4
27067,Kandiyohi County,MN,27053,Hennepin County,75.32,4
46039,Deuel County,SD,46099,Minnehaha County,75.41,4
28113,Pike County,MS,28049,Hinds County,75.45,4
18169,Wabash County,IN,18097,Marion County,75.45,4
5137,Stone County,AR,5119,Pulaski County,75.48,4
13313,Whitfield County,GA,13121,Fulton County,75.51,4
55071,Manitowoc County,WI,55079,Milwaukee County,75.60,4
18029,Dearborn County,IN,18097,Marion County,75.81,4
35006,Cibola County,NM,35001,Bernalillo County,75.82,4
12051,Hendry County,FL,12086,Miami-Dade County,75.89,4
20019,Chautauqua County,KS,20173,Sedgwick County,76.01,4
28005,Amite County,MS,28049,Hinds County,76.02,4
47185,White County,TN,47037,Davidson County,76.10,4
13195,Madison County,GA,13121,Fulton County,76.15,4
23027,Waldo County,ME,23005,Cumberland County,76.18,4
13133,Greene County,GA,13121,Fulton County,76.24,4
22033,East Baton Rouge Parish,LA,22071,Orleans Parish,76.28,4
40099,Murray County,OK,40109,Oklahoma County,76.28,4
28007,Attala County,MS,28049,Hinds County,76.37,4
37125,Moore County,NC,37119,Mecklenburg County,76.45,4
18171,Warren County,IN,18097,Marion County,76.47,4
26059,Hillsdale County,MI,26163,Wayne County,76.52,4
19107,Keokuk County,IA,19153,Polk County,76.53,4
20169,Saline County,KS,20173,Sedgwick County,76.88,4
48119,Delta County,TX,48113,Dallas County,76.96,4
51133,Northumberland County,VA,51810,Virginia Beach County,76.98,4
30087,Rosebud County,MT,30111,Yellowstone County,77.09,4
13291,Union County,GA,13121,Fulton County,77.11,4
18181,White County,IN,18097,Marion County,77.12,4
31067,Gage County,NE,31055,Douglas County,77.13,4
36105,Sullivan County,NY,36061,New York County,77.16,4
45017,Calhoun County,SC,45019,Charleston County,77.42,4
13145,Harris County,GA,13121,Fulton County,77.51,4
21001,Adair County,KY,21111,Jefferson County,77.67,4
19095,Iowa County,IA,19153,Polk County,77.95,4
48035,Bosque County,TX,48113,Dallas County,78.09,4
5097,Montgomery County,AR,5119,Pulaski County,78.20,4
40137,Stephens County,OK,40109,Oklahoma County,78.33,4
31043,Dakota County,NE,31055,Douglas County,78.42,4
54047,McDowell County,WV,54011,Cabell County,78.43,4
18077,Jefferson County,IN,18097,Marion County,78.44,4
39143,Sandusky County,OH,39035,Cuyahoga County,78.50,4
27157,Wabasha County,MN,27053,Hennepin County,78.59,4
21191,Pendleton County,KY,21111,Jefferson County,78.59,4
21017,Bourbon County,KY,21111,Jefferson County,78.62,4
51670,Hopewell city,VA,51810,Virginia Beach County,78.70,4
1063,Greene County,AL,1073,Jefferson County,78.80,4
16047,Gooding County,ID,16001,Ada County,78.81,4
54067,Nicholas County,WV,54011,Cabell County,78.84,4
18143,Scott County,IN,18097,Marion County,78.97,4
5063,Independence County,AR,5119,Pulaski County,79.08,4
28147,Walthall County,MS,28049,Hinds County,79.16,4
1051,Elmore County,AL,1073,Jefferson County,79.18,4
28101,Newton County,MS,28049,Hinds County,79.21,4
1123,Tallapoosa County,AL,1073,Jefferson County,79.34,4
13137,Habersham County,GA,13121,Fulton County,79.40,4
21117,Kenton County,KY,21111,Jefferson County,79.43,4
72117,Rincón Municipio,PR,72127,San Juan Municipio,79.49,4
1019,Cherokee County,AL,1073,Jefferson County,79.73,4
17075,Iroquois County,IL,17031,Cook County,79.74,4
13079,Crawford County,GA,13121,Fulton County,79.83,4
1029,Cleburne County,AL,1073,Jefferson County,79.85,4
27097,Morrison County,MN,27053,Hennepin County,79.88,4
47051,Franklin County,TN,47037,Davidson County,79.89,4
18069,Huntington County,IN,18097,Marion County,79.98,4
13221,Oglethorpe County,GA,13121,Fulton County,80.19,4
72023,Cabo Rojo Municipio,PR,72127,San Juan Municipio,80.20,4
31133,Pawnee County,NE,31055,Douglas County,80.24,4
39139,Richland County,OH,39035,Cuyahoga County,80.31,4
47061,Grundy County,TN,47037,Davidson County,80.41,4
38093,Stutsman County,ND,38017,Cass County,80.49,4
29123,Madison County,MO,29510,St. Louis County,80.51,4
49023,Juab County,UT,49035,Salt Lake County,80.51,4
30097,Sweet Grass County,MT,30111,Yellowstone County,80.53,4
46043,Douglas County,SD,46099,Minnehaha County,80.57,4
31179,Wayne County,NE,31055,Douglas County,80.60,4
31185,York County,NE,31055,Douglas County,80.64,4
28061,Jasper County,MS,28049,Hinds County,80.66,4
51097,King and Queen County,VA,51810,Virginia Beach County,80.67,4
23007,Franklin County,ME,23005,Cumberland County,80.67,4
15005,Kalawao County,HI,15003,Honolulu County,80.78,4
13295,Walker County,GA,13121,Fulton County,80.97,4
47175,Van Buren County,TN,47037,Davidson County,80.99,4
51730,Petersburg city,VA,51810,Virginia Beach County,81.03,4
49003,Box Elder County,UT,49035,Salt Lake County,81.08,4
28091,Marion County,MS,28049,Hinds County,81.08,4
20053,Ellsworth County,KS,20173,Sedgwick County,81.11,4
48499,Wood County,TX,48113,Dallas County,81.12,4
27015,Brown County,MN,27053,Hennepin County,81.14,4
45085,Sumter County,SC,45019,Charleston County,81.15,4
37171,Surry County,NC,37119,Mecklenburg County,81.16,4
13021,Bibb County,GA,13121,Fulton County,81.20,4
21183,Ohio County,KY,21111,Jefferson County,81.33,4
5129,Searcy County,AR,5119,Pulaski County,81.38,4
40111,Okmulgee County,OK,40109,Oklahoma County,81.42,4
53031,Jefferson County,WA,53033,King County,81.48,4
38063,Nelson County,ND,38017,Cass County,81.70,4
18175,Washington County,IN,18097,Marion County,81.71,4
13119,Franklin County,GA,13121,Fulton County,81.71,4
37165,Scotland County,NC,37119,Mecklenburg County,81.72,4
26037,Clinton County,MI,26163,Wayne County,81.77,4
21151,Madison County,KY,21111,Jefferson County,81.81,4
18179,Wells County,IN,18097,Marion County,81.83,4
38021,Dickey County,ND,38017,Cass County,81.87,4
1059,Franklin County,AL,1073,Jefferson County,81.90,4
55015,Calumet County,WI,55079,Milwaukee County,81.91,4
25011,Franklin County,MA,25025,Suffolk County,81.97,4
37081,Guilford County,NC,37119,Mecklenburg County,82.15,4
54085,Ritchie County,WV,54011,Cabell County,82.20,4
40093,Major County,OK,40109,Oklahoma County,82.23,4
9015,Windham County,CT,9001,Fairfield County,82.26,4
20127,Morris County,KS,20173,Sedgwick County,82.27,4
36111,Ulster County,NY,36061,New York County,82.32,4
48161,Freestone County,TX,48113,Dallas County,82.41,4
19091,Humboldt County,IA,19153,Polk County,82.48,4
18101,Martin County,IN,18097,Marion County,82.55,4
26145,Saginaw County,MI,26163,Wayne County,82.56,4
54021,Gilmer County,WV,54011,Cabell County,82.65,4
19011,Benton County,IA,19153,Polk County,82.73,4
51570,Colonial Heights city,VA,51810,Virginia Beach County,82.74,4
49013,Duchesne County,UT,49035,Salt Lake County,82.77,4
21169,Metcalfe County,KY,21111,Jefferson County,82.87,4
34009,Cape May County,NJ,34021,Mercer County,83.01,4
19023,Butler County,IA,19153,Polk County,83.07,4
27115,Pine County,MN,27053,Hennepin County,83.12,4
24045,Wicomico County,MD,24510,Baltimore County,83.22,4
39075,Holmes County,OH,39035,Cuyahoga County,83.26,4
30069,Petroleum County,MT,30111,Yellowstone County,83.29,4
48337,Montague County,TX,48113,Dallas County,83.30,4
45005,Allendale County,SC,45019,Charleston County,83.37,4
20041,Dickinson County,KS,20173,Sedgwick County,83.42,4
18153,Sullivan County,IN,18097,Marion County,83.45,4
17201,Winnebago County,IL,17031,Cook County,83.50,4
26045,Eaton County,MI,26163,Wayne County,83.50,4
37011,Avery County,NC,37119,Mecklenburg County,83.53,4
17105,Livingston County,IL,17031,Cook County,83.58,4
26157,Tuscola County,MI,26163,Wayne County,83.60,4
21049,Clark County,KY,21111,Jefferson County,83.65,4
47039,Decatur County,TN,47037,Davidson County,83.72,4
25013,Hampden County,MA,25025,Suffolk County,83.74,4
51087,Henrico County,VA,51810,Virginia Beach County,83.75,4
6029,Kern County,CA,6037,Los Angeles County,83.79,4
51595,Emporia city,VA,51810,Virginia Beach County,83.91,4
5067,Jackson County,AR,5119,Pulaski County,83.92,4
54007,Braxton County,WV,54011,Cabell County,83.93,4
25015,Hampshire County,MA,25025,Suffolk County,83.94,4
21059,Daviess County,KY,21111,Jefferson County,84.05,4
25019,Nantucket County,MA,25025,Suffolk County,84.09,4
37189,Watauga County,NC,37119,Mecklenburg County,84.13,4
31147,Richardson County,NE,31055,Douglas County,84.22,4
55105,Rock County,WI,55079,Milwaukee County,84.23,4
39029,Columbiana County,OH,39035,Cuyahoga County,84.36,4
18007,Benton County,IN,18097,Marion County,84.42,4
1111,Randolph County,AL,1073,Jefferson County,84.49,4
47133,Overton County,TN,47037,Davidson County,84.54,4
5013,Calhoun County,AR,5119,Pulaski County,84.60,4
38031,Foster County,ND,38017,Cass County,84.65,4
22037,East Feliciana Parish,LA,22071,Orleans Parish,84.65,4
19013,Black Hawk County,IA,19153,Polk County,84.67,4
42133,York County,PA,42101,Philadelphia County,84.68,4
41055,Sherman County,OR,41051,Multnomah County,84.86,4
30107,Wheatland County,MT,30111,Yellowstone County,84.89,4
48293,Limestone County,TX,48113,Dallas County,84.95,4
39147,Seneca County,OH,39035,Cuyahoga County,85.09,4
47079,Henry County,TN,47037,Davidson County,85.14,4
5083,Logan County,AR,5119,Pulaski County,85.20,4
1047,Dallas County,AL,1073,Jefferson County,85.23,4
5071,Johnson County,AR,5119,Pulaski County,85.25,4
28099,Neshoba County,MS,28049,Hinds County,85.31,4
51081,Greensville County,VA,51810,Virginia Beach County,85.34,4
18115,Ohio County,IN,18097,Marion County,85.47,4
13257,Stephens County,GA,13121,Fulton County,85.51,4
13047,Catoosa County,GA,13121,Fulton County,85.63,4
17103,Lee County,IL,17031,Cook County,85.76,4
45041,Florence County,SC,45019,Charleston County,85.90,4
1089,Madison County,AL,1073,Jefferson County,85.96,4
21009,Barren County,KY,21111,Jefferson County,85.96,4
31119,Madison County,NE,31055,Douglas County,86.18,4
40031,Comanche County,OK,40109,Oklahoma County,86.24,4
22121,West Baton Rouge Parish,LA,22071,Orleans Parish,86.24,4
13009,Baldwin County,GA,13121,Fulton County,86.25,4
13269,Taylor County,GA,13121,Fulton County,86.27,4
26151,Sanilac County,MI,26163,Wayne County,86.35,4
22047,Iberville Parish,LA,22071,Orleans Parish,86.41,4
47181,Wayne County,TN,47037,Davidson County,86.42,4
37169,Stokes County,NC,37119,Mecklenburg County,86.62,4
21037,Campbell County,KY,21111,Jefferson County,86.63,4
17141,Ogle County,IL,17031,Cook County,86.63,4
41031,Jefferson County,OR,41051,Multnomah County,86.74,4
5107,Phillips County,AR,5119,Pulaski County,86.89,4
48237,Jack County,TX,48113,Dallas County,86.91,4
51101,King William County,VA,51810,Virginia Beach County,86.97,4
1083,Limestone County,AL,1073,Jefferson County,86.97,4
27109,Olmsted County,MN,27053,Hennepin County,87.01,4
28015,Carroll County,MS,28049,Hinds County,87.03,4
5077,Lee County,AR,5119,Pulaski County,87.24,4
8065,Lake County,CO,8031,Denver County,87.30,4
18117,Orange County,IN,18097,Marion County,87.45,4
37005,Alleghany County,NC,37119,Mecklenburg County,87.46,4
5109,Pike County,AR,5119,Pulaski County,87.50,4
13281,Towns County,GA,13121,Fulton County,87.59,4
54073,Pleasants County,WV,54011,Cabell County,87.65,4
48309,McLennan County,TX,48113,Dallas County,87.68,4
19173,Taylor County,IA,19153,Polk County,87.80,4
5103,Ouachita County,AR,5119,Pulaski County,87.81,4
40053,Grant County,OK,40109,Oklahoma County,87.82,4
18049,Fulton County,IN,18097,Marion County,87.83,4
39019,Carroll County,OH,39035,Cuyahoga County,87.97,4
21031,Butler County,KY,21111,Jefferson County,88.02,4
29151,Osage County,MO,29510,St. Louis County,88.06,4
41003,Benton County,OR,41051,Multnomah County,88.11,4
53077,Yakima County,WA,53033,King County,88.23,4
28067,Jones County,MS,28049,Hinds County,88.29,4
40071,Kay County,OK,40109,Oklahoma County,88.32,4
19051,Davis County,IA,19153,Polk County,88.40,4
20111,Lyon County,KS,20173,Sedgwick County,88.47,4
1049,DeKalb County,AL,1073,Jefferson County,88.58,4
39033,Crawford County,OH,39035,Cuyahoga County,88.61,4
18155,Switzerland County,IN,18097,Marion County,88.71,4
5043,Drew County,AR,5119,Pulaski County,88.74,4
4025,Yavapai County,AZ,4013,Maricopa County,88.79,4
46003,Aurora County,SD,46099,Minnehaha County,89.10,4
28083,Leflore County,MS,28049,Hinds County,89.12,4
21181,Nicholas County,KY,21111,Jefferson County,89.12,4
21207,Russell County,KY,21111,Jefferson County,89.18,4
21201,Robertson County,KY,21111,Jefferson County,89.22,4
51159,Richmond County,VA,51810,Virginia Beach County,89.27,4
40039,Custer County,OK,40109,Oklahoma County,89.43,4
48363,Palo Pinto County,TX,48113,Dallas County,89.46,4
5041,Desha County,AR,5119,Pulaski County,89.50,4
26025,Calhoun County,MI,26163,Wayne County,89.55,4
31051,Dixon County,NE,31055,Douglas County,89.68,4
8121,Washington County,CO,8031,Denver County,89.73,4
19165,Shelby County,IA,19153,Polk County,89.75,4
20009,Barton County,KS,20173,Sedgwick County,89.99,4
46005,Beadle County,SD,46099,Minnehaha County,90.11,4
39095,Lucas County,OH,39035,Cuyahoga County,90.13,4
37009,Ashe County,NC,37119,Mecklenburg County,90.23,4
40019,Carter County,OK,40109,Oklahoma County,90.27,4
18027,Daviess County,IN,18097,Marion County,90.42,4
27165,Watonwan County,MN,27053,Hennepin County,90.51,4
8073,Lincoln County,CO,8031,Denver County,90.52,4
5123,St. Francis County,AR,5119,Pulaski County,90.75,4
21023,Bracken County,KY,21111,Jefferson County,90.80,4
49039,Sanpete County,UT,49035,Salt Lake County,90.89,4
5011,Bradley County,AR,5119,Pulaski County,90.92,4
40149,Washita County,OK,40109,Oklahoma County,90.96,4
4027,Yuma County,AZ,4013,Maricopa County,91.01,4
40143,Tulsa County,OK,40109,Oklahoma County,91.02,4
42103,Pike County,PA,42101,Philadelphia County,91.12,4
51053,Dinwiddie County,VA,51810,Virginia Beach County,91.30,4
37093,Hoke County,NC,37119,Mecklenburg County,91.34,4
48001,Anderson County,TX,48113,Dallas County,91.34,4
55047,Green Lake County,WI,55079,Milwaukee County,91.41,4
53055,San Juan County,WA,53033,King County,91.42,4
13215,Muscogee County,GA,13121,Fulton County,91.51,4
37121,Mitchell County,NC,37119,Mecklenburg County,91.54,4
29027,Callaway County,MO,29510,St. Louis County,91.57,4
39157,Tuscarawas County,OH,39035,Cuyahoga County,91.67,4
29031,Cape Girardeau County,MO,29510,St. Louis County,91.70,4
28157,Wilkinson County,MS,28049,Hinds County,91.71,4
48143,Erath County,TX,48113,Dallas County,91.73,4
42079,Luzerne County,PA,42101,Philadelphia County,91.74,4
18001,Adams County,IN,18097,Marion County,91.79,4
29017,Bollinger County,MO,29510,St. Louis County,91.81,4
13141,Hancock County,GA,13121,Fulton County,91.87,4
42043,Dauphin County,PA,42101,Philadelphia County,91.88,4
48423,Smith County,TX,48113,Dallas County,91.89,4
13225,Peach County,GA,13121,Fulton County,91.89,4
46029,Codington County,SD,46099,Minnehaha County,91.93,4
18131,Pulaski County,IN,18097,Marion County,92.00,4
45011,Barnwell County,SC,45019,Charleston County,92.05,4
19151,Pocahontas County,IA,19153,Polk County,92.08,4
54089,Summers County,WV,54011,Cabell County,92.09,4
27047,Freeborn County,MN,27053,Hennepin County,92.23,4
31059,Fillmore County,NE,31055,Douglas County,92.30,4
40029,Coal County,OK,40109,Oklahoma County,92.35,4
21227,Warren County,KY,21111,Jefferson County,92.54,4
19161,Sac County,IA,19153,Polk County,92.57,4
40113,Osage County,OK,40109,Oklahoma County,92.68,4
4012,La Paz County,AZ,4013,Maricopa County,92.70,4
28073,Lamar County,MS,28049,Hinds County,92.72,4
28133,Sunflower County,MS,28049,Hinds County,92.72,4
13265,Taliaferro County,GA,13121,Fulton County,92.97,4
37089,Henderson County,NC,37119,Mecklenburg County,93.02,4
21203,Rockcastle County,KY,21111,Jefferson County,93.04,4
