County,Province_State,Country_Region,Population,Date,Cases,Deaths
Adams,Nebraska,US,31363,4/22/20,2,0
Adams,Nebraska,US,31363,4/23/20,8,2
Adams,Nebraska,US,31363,4/24/20,9,0
Adams,Nebraska,US,31363,4/25/20,5,0
Adams,Nebraska,US,31363,4/26/20,4,0
Adams,Nebraska,US,31363,4/27/20,12,0
Adams,Nebraska,US,31363,4/28/20,2,0
Adams,Nebraska,US,31363,4/29/20,4,0
Adams,Nebraska,US,31363,4/30/20,17,1
Adams,Nebraska,US,31363,5/1/20,23,0
Adams,Nebraska,US,31363,5/2/20,15,0
Adams,Nebraska,US,31363,5/3/20,1,0
Adams,Nebraska,US,31363,5/4/20,1,0
Adams,Nebraska,US,31363,5/5/20,0,0
Adams,Nebraska,US,31363,5/6/20,8,0
Adams,Nebraska,US,31363,5/7/20,4,0
Adams,Nebraska,US,31363,5/8/20,2,0
Adams,Nebraska,US,31363,5/9/20,5,0
Antelope Total,,,,,5,0
Antelope,Nebraska,US,6298,1/23/20,0,0
Antelope,Nebraska,US,6298,1/24/20,0,0
Antelope,Nebraska,US,6298,1/25/20,0,0
Antelope,Nebraska,US,6298,1/26/20,0,0
Antelope,Nebraska,US,6298,1/27/20,0,0
Antelope,Nebraska,US,6298,1/28/20,0,0
Antelope,Nebraska,US,6298,1/29/20,0,0
Antelope,Nebraska,US,6298,1/30/20,0,0
Antelope,Nebraska,US,6298,1/31/20,0,0
Antelope,Nebraska,US,6298,2/1/20,0,0
Antelope,Nebraska,US,6298,2/2/20,0,0
Antelope,Nebraska,US,6298,2/3/20,0,0
Antelope,Nebraska,US,6298,2/4/20,0,0
Antelope,Nebraska,US,6298,2/5/20,0,0
Antelope,Nebraska,US,6298,2/6/20,0,0
Antelope,Nebraska,US,6298,2/7/20,0,0
Antelope,Nebraska,US,6298,2/8/20,0,0
Antelope,Nebraska,US,6298,2/9/20,0,0
Antelope,Nebraska,US,6298,2/10/20,0,0
Antelope,Nebraska,US,6298,2/11/20,0,0
Antelope,Nebraska,US,6298,2/12/20,0,0
Antelope,Nebraska,US,6298,2/13/20,0,0
Antelope,Nebraska,US,6298,2/14/20,0,0
Antelope,Nebraska,US,6298,2/15/20,0,0
Antelope,Nebraska,US,6298,2/16/20,0,0
Antelope,Nebraska,US,6298,2/17/20,0,0
Antelope,Nebraska,US,6298,2/18/20,0,0
Antelope,Nebraska,US,6298,2/19/20,0,0
Antelope,Nebraska,US,6298,2/20/20,0,0
Antelope,Nebraska,US,6298,2/21/20,0,0
Antelope,Nebraska,US,6298,2/22/20,0,0
Antelope,Nebraska,US,6298,2/23/20,0,0
Antelope,Nebraska,US,6298,2/24/20,0,0
Antelope,Nebraska,US,6298,2/25/20,0,0
Antelope,Nebraska,US,6298,2/26/20,0,0
Antelope,Nebraska,US,6298,2/27/20,0,0
Antelope,Nebraska,US,6298,2/28/20,0,0
Antelope,Nebraska,US,6298,2/29/20,0,0
Antelope,Nebraska,US,6298,3/1/20,0,0
Antelope,Nebraska,US,6298,3/2/20,0,0
Antelope,Nebraska,US,6298,3/3/20,0,0
Antelope,Nebraska,US,6298,3/4/20,0,0
Antelope,Nebraska,US,6298,3/5/20,0,0
Antelope,Nebraska,US,6298,3/6/20,0,0
Antelope,Nebraska,US,6298,3/7/20,0,0
Antelope,Nebraska,US,6298,3/8/20,0,0
Antelope,Nebraska,US,6298,3/9/20,0,0
Antelope,Nebraska,US,6298,3/10/20,0,0
Antelope,Nebraska,US,6298,3/11/20,0,0
Antelope,Nebraska,US,6298,3/12/20,0,0
Antelope,Nebraska,US,6298,3/13/20,0,0
Antelope,Nebraska,US,6298,3/14/20,0,0
Antelope,Nebraska,US,6298,3/15/20,0,0
Antelope,Nebraska,US,6298,3/16/20,0,0
Antelope,Nebraska,US,6298,3/17/20,0,0
Antelope,Nebraska,US,6298,3/18/20,0,0
Antelope,Nebraska,US,6298,3/19/20,0,0
Antelope,Nebraska,US,6298,3/20/20,0,0
Antelope,Nebraska,US,6298,3/21/20,0,0
Antelope,Nebraska,US,6298,3/22/20,0,0
Antelope,Nebraska,US,6298,3/23/20,0,0
Antelope,Nebraska,US,6298,3/24/20,0,0
Antelope,Nebraska,US,6298,3/25/20,0,0
Antelope,Nebraska,US,6298,3/26/20,0,0
Antelope,Nebraska,US,6298,3/27/20,0,0
Antelope,Nebraska,US,6298,3/28/20,0,0
Antelope,Nebraska,US,6298,3/29/20,0,0
Antelope,Nebraska,US,6298,3/30/20,0,0
Antelope,Nebraska,US,6298,3/31/20,1,0
Antelope,Nebraska,US,6298,4/1/20,0,0
Antelope,Nebraska,US,6298,4/2/20,0,0
Antelope,Nebraska,US,6298,4/3/20,0,0
Antelope,Nebraska,US,6298,4/4/20,0,0
Antelope,Nebraska,US,6298,4/5/20,0,0
Antelope,Nebraska,US,6298,4/6/20,0,0
Antelope,Nebraska,US,6298,4/7/20,0,0
Antelope,Nebraska,US,6298,4/8/20,0,0
Antelope,Nebraska,US,6298,4/9/20,0,0
Antelope,Nebraska,US,6298,4/10/20,0,0
Antelope,Nebraska,US,6298,4/11/20,0,0
Antelope,Nebraska,US,6298,4/12/20,0,0
Antelope,Nebraska,US,6298,4/13/20,0,0
Antelope,Nebraska,US,6298,4/14/20,0,0
Antelope,Nebraska,US,6298,4/15/20,0,0
Antelope,Nebraska,US,6298,4/16/20,0,0
Antelope,Nebraska,US,6298,4/17/20,0,0
Antelope,Nebraska,US,6298,4/18/20,0,0
Antelope,Nebraska,US,6298,4/19/20,0,0
Antelope,Nebraska,US,6298,4/20/20,0,0
Antelope,Nebraska,US,6298,4/21/20,0,0
Antelope,Nebraska,US,6298,4/22/20,0,0
Antelope,Nebraska,US,6298,4/23/20,0,0
Antelope,Nebraska,US,6298,4/24/20,0,0
Antelope,Nebraska,US,6298,4/25/20,1,0
Antelope,Nebraska,US,6298,4/26/20,0,0
Antelope,Nebraska,US,6298,4/27/20,0,0
Antelope,Nebraska,US,6298,4/28/20,0,0
Antelope,Nebraska,US,6298,4/29/20,0,0
Antelope,Nebraska,US,6298,4/30/20,0,0
Antelope,Nebraska,US,6298,5/1/20,1,0
Antelope,Nebraska,US,6298,5/2/20,0,0
Antelope,Nebraska,US,6298,5/3/20,0,0
Antelope,Nebraska,US,6298,5/4/20,1,0
Antelope,Nebraska,US,6298,5/5/20,0,0
Antelope,Nebraska,US,6298,5/6/20,0,0
Antelope,Nebraska,US,6298,5/7/20,0,0
Antelope,Nebraska,US,6298,5/8/20,1,0
Antelope,Nebraska,US,6298,5/9/20,0,0
Arthur Total,,,,,0,0
Arthur,Nebraska,US,463,1/23/20,0,0
Arthur,Nebraska,US,463,1/24/20,0,0
Arthur,Nebraska,US,463,1/25/20,0,0
Arthur,Nebraska,US,463,1/26/20,0,0
Arthur,Nebraska,US,463,1/27/20,0,0
Arthur,Nebraska,US,463,1/28/20,0,0
Arthur,Nebraska,US,463,1/29/20,0,0
Arthur,Nebraska,US,463,1/30/20,0,0
Arthur,Nebraska,US,463,1/31/20,0,0
Arthur,Nebraska,US,463,2/1/20,0,0
Arthur,Nebraska,US,463,2/2/20,0,0
Arthur,Nebraska,US,463,2/3/20,0,0
Arthur,Nebraska,US,463,2/4/20,0,0
Arthur,Nebraska,US,463,2/5/20,0,0
Arthur,Nebraska,US,463,2/6/20,0,0
Arthur,Nebraska,US,463,2/7/20,0,0
Arthur,Nebraska,US,463,2/8/20,0,0
Arthur,Nebraska,US,463,2/9/20,0,0
Arthur,Nebraska,US,463,2/10/20,0,0
Arthur,Nebraska,US,463,2/11/20,0,0
Arthur,Nebraska,US,463,2/12/20,0,0
Arthur,Nebraska,US,463,2/13/20,0,0
Arthur,Nebraska,US,463,2/14/20,0,0
Arthur,Nebraska,US,463,2/15/20,0,0
Arthur,Nebraska,US,463,2/16/20,0,0
Arthur,Nebraska,US,463,2/17/20,0,0
Arthur,Nebraska,US,463,2/18/20,0,0
Arthur,Nebraska,US,463,2/19/20,0,0
Arthur,Nebraska,US,463,2/20/20,0,0
Arthur,Nebraska,US,463,2/21/20,0,0
Arthur,Nebraska,US,463,2/22/20,0,0
Arthur,Nebraska,US,463,2/23/20,0,0
Arthur,Nebraska,US,463,2/24/20,0,0
Arthur,Nebraska,US,463,2/25/20,0,0
Arthur,Nebraska,US,463,2/26/20,0,0
Arthur,Nebraska,US,463,2/27/20,0,0
Arthur,Nebraska,US,463,2/28/20,0,0
Arthur,Nebraska,US,463,2/29/20,0,0
Arthur,Nebraska,US,463,3/1/20,0,0
Arthur,Nebraska,US,463,3/2/20,0,0
Arthur,Nebraska,US,463,3/3/20,0,0
Arthur,Nebraska,US,463,3/4/20,0,0
Arthur,Nebraska,US,463,3/5/20,0,0
Arthur,Nebraska,US,463,3/6/20,0,0
Arthur,Nebraska,US,463,3/7/20,0,0
Arthur,Nebraska,US,463,3/8/20,0,0
Arthur,Nebraska,US,463,3/9/20,0,0
Arthur,Nebraska,US,463,3/10/20,0,0
Arthur,Nebraska,US,463,3/11/20,0,0
Arthur,Nebraska,US,463,3/12/20,0,0
Arthur,Nebraska,US,463,3/13/20,0,0
Arthur,Nebraska,US,463,3/14/20,0,0
Arthur,Nebraska,US,463,3/15/20,0,0
Arthur,Nebraska,US,463,3/16/20,0,0
Arthur,Nebraska,US,463,3/17/20,0,0
Arthur,Nebraska,US,463,3/18/20,0,0
Arthur,Nebraska,US,463,3/19/20,0,0
Arthur,Nebraska,US,463,3/20/20,0,0
Arthur,Nebraska,US,463,3/21/20,0,0
Arthur,Nebraska,US,463,3/22/20,0,0
Arthur,Nebraska,US,463,3/23/20,0,0
Arthur,Nebraska,US,463,3/24/20,0,0
Arthur,Nebraska,US,463,3/25/20,0,0
Arthur,Nebraska,US,463,3/26/20,0,0
Arthur,Nebraska,US,463,3/27/20,0,0
Arthur,Nebraska,US,463,3/28/20,0,0
Arthur,Nebraska,US,463,3/29/20,0,0
Arthur,Nebraska,US,463,3/30/20,0,0
Arthur,Nebraska,US,463,3/31/20,0,0
Arthur,Nebraska,US,463,4/1/20,0,0
Arthur,Nebraska,US,463,4/2/20,0,0
Arthur,Nebraska,US,463,4/3/20,0,0
Arthur,Nebraska,US,463,4/4/20,0,0
Arthur,Nebraska,US,463,4/5/20,0,0
Arthur,Nebraska,US,463,4/6/20,0,0
Arthur,Nebraska,US,463,4/7/20,0,0
Arthur,Nebraska,US,463,4/8/20,0,0
Arthur,Nebraska,US,463,4/9/20,0,0
Arthur,Nebraska,US,463,4/10/20,0,0
Arthur,Nebraska,US,463,4/11/20,0,0
Arthur,Nebraska,US,463,4/12/20,0,0
Arthur,Nebraska,US,463,4/13/20,0,0
Arthur,Nebraska,US,463,4/14/20,0,0
Arthur,Nebraska,US,463,4/15/20,0,0
Arthur,Nebraska,US,463,4/16/20,0,0
Arthur,Nebraska,US,463,4/17/20,0,0
Arthur,Nebraska,US,463,4/18/20,0,0
Arthur,Nebraska,US,463,4/19/20,0,0
Arthur,Nebraska,US,463,4/20/20,0,0
Arthur,Nebraska,US,463,4/21/20,0,0
Arthur,Nebraska,US,463,4/22/20,0,0
Arthur,Nebraska,US,463,4/23/20,0,0
Arthur,Nebraska,US,463,4/24/20,0,0
Arthur,Nebraska,US,463,4/25/20,0,0
Arthur,Nebraska,US,463,4/26/20,0,0
Arthur,Nebraska,US,463,4/27/20,0,0
Arthur,Nebraska,US,463,4/28/20,0,0
Arthur,Nebraska,US,463,4/29/20,0,0
Arthur,Nebraska,US,463,4/30/20,0,0
Arthur,Nebraska,US,463,5/1/20,0,0
Arthur,Nebraska,US,463,5/2/20,0,0
Arthur,Nebraska,US,463,5/3/20,0,0
Arthur,Nebraska,US,463,5/4/20,0,0
Arthur,Nebraska,US,463,5/5/20,0,0
Arthur,Nebraska,US,463,5/6/20,0,0
Arthur,Nebraska,US,463,5/7/20,0,0
Arthur,Nebraska,US,463,5/8/20,0,0
Arthur,Nebraska,US,463,5/9/20,0,0
Banner Total,,,,,0,0
Banner,Nebraska,US,745,1/23/20,0,0
Banner,Nebraska,US,745,1/24/20,0,0
Banner,Nebraska,US,745,1/25/20,0,0
Banner,Nebraska,US,745,1/26/20,0,0
Banner,Nebraska,US,745,1/27/20,0,0
Banner,Nebraska,US,745,1/28/20,0,0
Banner,Nebraska,US,745,1/29/20,0,0
Banner,Nebraska,US,745,1/30/20,0,0
Banner,Nebraska,US,745,1/31/20,0,0
Banner,Nebraska,US,745,2/1/20,0,0
Banner,Nebraska,US,745,2/2/20,0,0
Banner,Nebraska,US,745,2/3/20,0,0
Banner,Nebraska,US,745,2/4/20,0,0
Banner,Nebraska,US,745,2/5/20,0,0
Banner,Nebraska,US,745,2/6/20,0,0
Banner,Nebraska,US,745,2/7/20,0,0
Banner,Nebraska,US,745,2/8/20,0,0
Banner,Nebraska,US,745,2/9/20,0,0
Banner,Nebraska,US,745,2/10/20,0,0
Banner,Nebraska,US,745,2/11/20,0,0
Banner,Nebraska,US,745,2/12/20,0,0
Banner,Nebraska,US,745,2/13/20,0,0
Banner,Nebraska,US,745,2/14/20,0,0
Banner,Nebraska,US,745,2/15/20,0,0
Banner,Nebraska,US,745,2/16/20,0,0
Banner,Nebraska,US,745,2/17/20,0,0
Banner,Nebraska,US,745,2/18/20,0,0
Banner,Nebraska,US,745,2/19/20,0,0
Banner,Nebraska,US,745,2/20/20,0,0
Banner,Nebraska,US,745,2/21/20,0,0
